trade_date,nav,total_equity,stock_val,etf_val,cash,futures_margin,im_lots
20221230,1.0,2200000.0,0.0,0.0,2200000.0,0.0,0
20230103,1.012218400410441,2226880.4809029703,0.0,1189696.0,1037184.4809029704,0.0,0
20230104,1.0121330080988138,2226692.6178173902,0.0,1659164.4000000001,567528.21781739,0.0,0
20230105,1.018764117934382,2241281.0594556406,0.0,1347579.1,893701.9594556405,0.0,0
20230106,1.0192073782813773,2242256.23221903,0.0,846489.0000000001,1395767.2322190301,0.0,0
20230109,1.0198402878590718,2243648.633289958,0.0,0.0,2243648.633289958,0.0,0
20230110,1.0199245721803825,2243834.058796841,0.0,0.0,2243834.058796841,0.0,0
20230111,1.0200088634673394,2244019.4996281466,0.0,0.0,2244019.4996281466,0.0,0
20230112,1.0201113394796142,2244244.946855151,0.0,211248.0,2032996.946855151,0.0,0
20230113,1.0209827718832252,2246162.0981430956,0.0,298616.0,1947546.0981430956,0.0,0
20230116,1.022179515329416,2248794.933724715,0.0,230386.40000000002,2018408.5337247148,0.0,0
20230117,1.0219637840246591,2248320.32485425,0.0,450243.0,1798077.3248542498,0.0,0
20230118,1.0226558370881274,2249842.84159388,0.0,485415.8,1764427.0415938804,0.0,0
20230119,1.0264160630503893,2258115.3387108566,0.0,697392.0,1560723.3387108564,0.0,0
20230120,1.0270683248623202,2259550.3146971045,0.0,143480.4,2116069.9146971046,0.0,0
20230130,1.027672116987488,2260878.6573724737,0.0,52806.0,2208072.6573724737,0.0,0
20230131,1.0285895123201416,2262896.9271043115,0.0,660774.4,1602122.5271043114,0.0,0
20230201,1.0372509493325557,2281952.0885316227,0.0,1247419.8,1034532.2885316228,0.0,0
20230202,1.0380266557793325,2283658.6427145316,0.0,2091999.0,191659.6427145317,0.0,0
20230203,1.036360827026594,2279993.819458507,0.0,1333217.4,946776.4194585071,0.0,0
20230206,1.0347865592319214,2276530.430310227,0.0,1081454.4,1195076.0303102268,0.0,0
20230207,1.0359001348744568,2278980.296723805,0.0,559986.3999999999,1718993.896723805,0.0,0
20230208,1.0322940012905395,2271046.802839187,0.0,1069177.5,1201869.3028391872,0.0,0
20230209,1.041927587321986,2292240.692108369,0.0,1076320.0,1215920.692108369,0.0,0
20230210,1.0395905481334293,2287099.2058935445,0.0,1031377.2000000001,1255722.0058935443,0.0,0
20230213,1.0394616194242976,2286815.5627334546,0.0,321974.0,1964841.5627334549,0.0,0
20230214,1.0400535725780258,2288117.8596716565,0.0,863435.2000000001,1424682.6596716566,0.0,0
20230215,1.040040663892867,2288089.4605643074,0.0,314940.60000000003,1973148.8605643075,0.0,0
20230216,1.0337357842502155,2274218.725350474,0.0,753177.4,1521041.325350474,0.0,0
20230217,1.033526371037109,2273758.0162816397,0.0,0.0,2273758.0162816397,0.0,0
20230220,1.033611786439674,2273945.930167283,0.0,0.0,2273945.930167283,0.0,0
20230221,1.0336972089013634,2274133.8595829993,0.0,0.0,2274133.8595829993,0.0,0
20230222,1.03378263842276,2274321.804530072,0.0,0.0,2274321.804530072,0.0,0
20230223,1.0337094924043104,2274160.883289483,0.0,71219.2,2202941.6832894827,0.0,0
20230224,1.033612479134619,2273947.4540961618,0.0,111157.2,2162790.2540961616,0.0,0
20230227,1.033210009111232,2273062.0200447105,0.0,234365.4,2038696.6200447106,0.0,0
20230228,1.033242135494804,2273132.698088569,0.0,0.0,2273132.698088569,0.0,0
20230301,1.0333275274068285,2273320.5602950226,0.0,0.0,2273320.5602950226,0.0,0
20230302,1.0334129263760357,2273508.4380272785,0.0,0.0,2273508.4380272785,0.0,0
20230303,1.0331676694075553,2272968.872696622,0.0,359602.6,1913366.272696622,0.0,0
20230306,1.032994949451008,2272588.8887922177,0.0,0.0,2272588.8887922177,0.0,0
20230307,1.0330803209344337,2272776.7060557543,0.0,0.0,2272776.7060557543,0.0,0
20230308,1.033165699473354,2272964.538841379,0.0,0.0,2272964.538841379,0.0,0
20230309,1.0336121339684077,2273946.694730497,0.0,404966.3,1868980.3947304972,0.0,0
20230310,1.0291944646164877,2264227.822156273,0.0,806032.3,1458195.522156273,0.0,0
20230313,1.0305217201894712,2267147.7844168367,0.0,665961.8,1601185.9844168369,0.0,0
20230314,1.0281967438034505,2262032.8363675913,0.0,566399.7000000001,1695633.136367591,0.0,0
20230315,1.029432412495904,2264751.3074909886,0.0,381045.6,1883705.7074909888,0.0,0
20230316,1.0235995909155053,2251919.100014112,0.0,903741.3,1348177.8000141117,0.0,0
20230317,1.0267102608286915,2258762.5738231214,0.0,902424.3,1356338.273823121,0.0,0
20230320,1.0242777122057596,2253410.966852671,0.0,1225942.2,1027468.766852671,0.0,0
20230321,1.0297388153001827,2265425.393660402,0.0,969883.6000000001,1295541.7936604016,0.0,0
20230322,1.0319788569782975,2270353.4853522545,0.0,1423494.0,846859.4853522545,0.0,0
20230323,1.0331227693312384,2272870.0925287246,0.0,747201.0,1525669.0925287246,0.0,0
20230324,1.033372457279717,2273419.406015377,0.0,590802.2999999999,1682617.106015377,0.0,0
20230327,1.0333235917292953,2273311.90180445,0.0,0.0,2273311.90180445,0.0,0
20230328,1.0324679148382028,2271429.412644046,0.0,204600.00000000003,2066829.412644046,0.0,0
20230329,1.032745281274461,2272039.6188038145,0.0,0.0,2272039.6188038145,0.0,0
20230330,1.0328306321241534,2272227.3906731373,0.0,0.0,2272227.3906731373,0.0,0
20230331,1.0329159900276346,2272415.178060796,0.0,0.0,2272415.178060796,0.0,0
20230403,1.0330013549854882,2272602.980968074,0.0,0.0,2272602.980968074,0.0,0
20230404,1.0328298589054992,2272225.6895920984,0.0,147630.0,2124595.6895920984,0.0,0
20230406,1.03367128093969,2274076.818067318,0.0,396998.39999999997,1877078.418067318,0.0,0
20230407,1.0363705404704762,2280015.189035048,0.0,696664.7999999999,1583350.3890350477,0.0,0
20230410,1.0339279380998732,2274641.463819721,0.0,625340.1,1649301.3638197207,0.0,0
20230411,1.0334776283181006,2273650.7822998213,0.0,99945.59999999999,2173705.182299821,0.0,0
20230412,1.0336055711185688,2273932.256460851,0.0,0.0,2273932.256460851,0.0,0
20230413,1.033690993066595,2274120.184746509,0.0,0.0,2274120.184746509,0.0,0
20230414,1.0337764220742864,2274308.12856343,0.0,0.0,2274308.12856343,0.0,0
20230417,1.0338618581422263,2274496.087912898,0.0,0.0,2274496.087912898,0.0,0
20230418,1.0339473012709983,2274684.0627961964,0.0,0.0,2274684.0627961964,0.0,0
20230419,1.034032751461186,2274872.053214609,0.0,0.0,2274872.053214609,0.0,0
20230420,1.034118208713373,2275060.0591694205,0.0,0.0,2275060.0591694205,0.0,0
20230421,1.0342036730281428,2275248.080661914,0.0,0.0,2275248.080661914,0.0,0
20230424,1.0342891444060789,2275436.1176933735,0.0,0.0,2275436.1176933735,0.0,0
20230425,1.0343746228477653,2275624.1702650837,0.0,0.0,2275624.1702650837,0.0,0
20230426,1.0344601083537859,2275812.2383783287,0.0,0.0,2275812.2383783287,0.0,0
20230427,1.034545600924724,2276000.322034393,0.0,0.0,2276000.322034393,0.0,0
20230428,1.0346311005611641,2276188.421234561,0.0,0.0,2276188.421234561,0.0,0
20230504,1.0347166072636897,2276376.5359801175,0.0,0.0,2276376.5359801175,0.0,0
20230505,1.0347627118199323,2276477.966003851,0.0,8764.800000000001,2267713.166003851,0.0,0
20230508,1.035679288472824,2278494.434640213,0.0,252771.2,2025723.234640213,0.0,0
20230509,1.0320120885145263,2270426.5947319577,0.0,588720.0,1681706.5947319574,0.0,0
20230510,1.031456977101255,2269205.349622761,0.0,0.0,2269205.349622761,0.0,0
20230511,1.0315422214795278,2269392.8872549613,0.0,0.0,2269392.8872549613,0.0,0
20230512,1.0316274729027906,2269580.4403861393,0.0,0.0,2269580.4403861393,0.0,0
20230515,1.0317127313716254,2269768.009017576,0.0,0.0,2269768.009017576,0.0,0
20230516,1.0317979968866149,2269955.593150553,0.0,0.0,2269955.593150553,0.0,0
20230517,1.031883269448341,2270143.1927863504,0.0,0.0,2270143.1927863504,0.0,0
20230518,1.0319685490573864,2270330.80792625,0.0,0.0,2270330.80792625,0.0,0
20230519,1.0320538357143332,2270518.438571533,0.0,0.0,2270518.438571533,0.0,0
20230522,1.032094862626949,2270608.697779288,0.0,101183.99999999999,2169424.697779288,0.0,0
20230523,1.0321920587407278,2270822.5292296014,0.0,0.0,2270822.5292296014,0.0,0
20230524,1.0322773638695495,2271010.200513009,0.0,0.0,2271010.200513009,0.0,0
20230525,1.0318993997418113,2270178.679431985,0.0,753450.1000000001,1516728.5794319853,0.0,0
20230526,1.0375447458996243,2282598.4409791734,0.0,1260395.4,1022203.0409791734,0.0,0
20230529,1.036520789943035,2280345.7378746774,0.0,1242028.2,1038317.5378746775,0.0,0
20230530,1.0381352615262018,2283897.575357644,0.0,865926.0,1417971.5753576437,0.0,0
20230531,1.0382830231652824,2284222.650963621,0.0,713773.5,1570449.1509636212,0.0,0
20230601,1.0391198213409019,2286063.606949984,0.0,744387.4999999999,1541676.1069499843,0.0,0
20230602,1.0413519274294984,2290974.2403448964,0.0,692698.3,1598275.9403448964,0.0,0
20230605,1.041373663695549,2291022.060130208,0.0,257968.8,2033053.260130208,0.0,0
20230606,1.040470155551075,2289034.342212365,0.0,94047.59999999999,2194986.742212365,0.0,0
20230607,1.0406334572344602,2289393.6059158123,0.0,0.0,2289393.6059158123,0.0,0
20230608,1.040027810737918,2288061.1836234196,0.0,314457.6,1973603.5836234197,0.0,0
20230609,1.04083400976171,2289834.821475762,0.0,241651.2,2048183.6214757618,0.0,0
20230612,1.042270015179859,2292994.03339569,0.0,670219.2000000001,1622774.83339569,0.0,0
20230613,1.043638815704494,2296005.3945498867,0.0,693790.7,1602214.6945498865,0.0,0
20230614,1.0451416658053139,2299311.6647716905,0.0,977428.8,1321882.8647716905,0.0,0
20230615,1.047268659296808,2303991.0504529774,0.0,658508.3999999999,1645482.6504529775,0.0,0
20230616,1.0470185113006225,2303440.7248613695,0.0,32890.2,2270550.5248613693,0.0,0
20230619,1.047091978414155,2303602.352511141,0.0,0.0,2303602.352511141,0.0,0
20230620,1.047126932653288,2303679.2518372335,0.0,194735.0,2108944.2518372335,0.0,0
20230621,1.045763765583967,2300680.2842847276,0.0,156926.8,2143753.484284728,0.0,0
20230626,1.0455166528586086,2300136.636288939,0.0,0.0,2300136.636288939,0.0,0
20230627,1.0456030591935557,2300326.7302258224,0.0,0.0,2300326.7302258224,0.0,0
20230628,1.045689472669522,2300516.8398729484,0.0,0.0,2300516.8398729484,0.0,0
20230629,1.0463807947333956,2302037.7484134706,0.0,258396.59999999998,2043641.1484134707,0.0,0
20230630,1.0505744187816475,2311263.721319624,0.0,549083.5,1762180.221319624,0.0,0
20230703,1.0504219928053569,2310928.3841717853,0.0,206403.4,2104524.9841717854,0.0,0
20230704,1.0509254144801945,2312035.911856428,0.0,207337.0,2104698.911856428,0.0,0
