trade_date,code,side,shares,price,value,fee
20240321,512100.SH,BUY,86200,2.2784556,196402.87272,58.920861816
20240325,512100.SH,SELL,43800,2.2425514,98223.75132,29.467125395999997
20240326,512100.SH,SELL,275200,2.1935612,603668.04224,181.10041267199998
20240327,512100.SH,SELL,191400,2.179564,417168.5496,125.15056487999999
20240328,512100.SH,SELL,311500,2.1105778,657444.9847,197.23349541
20240329,512100.SH,BUY,164200,2.1584315999999997,354414.46871999995,106.32434061599997
20240401,512100.SH,BUY,62100,2.1924384000000003,136150.42464,40.845127392
20240402,512100.SH,BUY,255900,2.230446,570771.1314000001,171.23133942
20240403,512100.SH,BUY,95200,2.2214442,211481.48784000002,63.444446352
20240409,512100.SH,SELL,226900,2.1675664,491820.81616000005,147.54624484800001
20240410,512100.SH,SELL,350500,2.1915616,768142.3408,230.44270224
20240419,512100.SH,BUY,101500,2.1114222000000002,214309.35330000002,64.29280599
20240422,512100.SH,BUY,125200,2.1054209999999998,263598.7092,79.07961275999999
20240423,512100.SH,SELL,226700,2.104579,477108.0593,143.13241779
20240426,512100.SH,BUY,95700,2.1344268,204264.64476,61.27939342799999
20240429,512100.SH,BUY,56200,2.185437,122821.5594,36.846467819999994
20240430,512100.SH,BUY,134300,2.2264452,299011.59036000003,89.703477108
20240507,512100.SH,BUY,98300,2.2464492,220825.95635999998,66.247786908
20240509,512100.SH,BUY,45700,2.2184436,101382.87252,30.414861755999997
20240513,512100.SH,SELL,188600,2.2265546,419928.19756,125.978459268
20240514,512100.SH,SELL,241600,2.2195560000000003,536244.7296000001,160.87341888
20240520,512100.SH,BUY,175200,2.240448,392526.48960000003,117.75794687999999
20240521,512100.SH,BUY,109300,2.2444488000000002,245318.25384000002,73.595476152
20240522,512100.SH,SELL,59800,2.2215556,132849.02487999998,39.85470746399999
20240523,512100.SH,SELL,224700,2.2205558,498958.88826000004,149.687666478
20240527,512100.SH,BUY,65400,2.1594317999999997,141226.83972,42.36805191599999
20240528,512100.SH,SELL,65400,2.1685662,141824.22947999998,42.54726884399999
20240613,512100.SH,BUY,175700,2.1114222000000002,370976.88054000004,111.29306416200001
20240618,512100.SH,SELL,175700,2.0955808,368193.54656,110.45806396799999
20240619,512100.SH,BUY,94100,2.1174234,199249.54194,59.77486258199999
20240620,512100.SH,BUY,131300,2.0834166,273552.59958,82.06577987399999
20240624,512100.SH,SELL,103100,2.0335932,209663.45891999998,62.899037675999985
20240625,512100.SH,SELL,122300,1.979604,242105.5692,72.63167075999999
20240704,512100.SH,BUY,95800,1.975395,189242.84100000001,56.7728523
20240708,512100.SH,SELL,95800,1.9416115999999999,186006.39127999998,55.80191738399999
20240712,512100.SH,BUY,185700,1.9843967999999998,368502.48575999995,110.55074572799998
20240716,512100.SH,SELL,51600,1.9516096,100703.05536,30.210916607999998
20240717,512100.SH,SELL,134100,1.9576084,262515.28644,78.754585932
20240729,512100.SH,BUY,91900,1.9103819999999998,175564.1058,52.669231739999994
20240730,512100.SH,BUY,292600,1.895379,554587.8953999999,166.37636861999997
20240731,512100.SH,BUY,215100,1.9073814,410277.73914,123.083321742
20240801,512100.SH,BUY,143400,1.990398,285423.0732,85.62692195999999
20240805,512100.SH,SELL,73500,1.9376124,142414.5114,42.72435341999999
20240806,512100.SH,SELL,158500,1.9206158,304417.6043,91.32528128999999
20240807,512100.SH,SELL,78500,1.9206158,150768.3403,45.23050209
20240809,512100.SH,SELL,133600,1.9356128,258597.87008,77.579361024
