trade_date,nav,total_equity,stock_val,etf_val,cash,futures_margin,im_lots
20250806,1.328921910890106,2923628.2039582334,0.0,771446.4,2152181.8039582334,0.0,0
20250807,1.329009136976291,2923820.1013478404,0.0,974357.9999999999,1949462.1013478406,0.0,0
20250808,1.3276444154173634,2920817.7139181998,0.0,971194.5,1949623.2139182,0.0,0
20250811,1.3341085635471126,2935038.8398036477,0.0,985254.5,1949784.3398036477,0.0,0
20250812,1.335779535911493,2938714.9790052846,0.0,988769.5000000001,1949945.4790052844,0.0,0
20250813,1.3424034688746411,2953287.6315242103,0.0,1003181.0,1950106.6315242103,0.0,0
20250814,1.334902400996171,2936785.282191576,0.0,1448763.5999999999,1488021.682191576,0.0,0
20250815,1.3453879715995254,2959853.5375189558,0.0,1206274.7,1753578.8375189558,0.0,0
20250818,1.3545115716953553,2979925.4577297815,0.0,1417655.0,1562270.4577297815,0.0,0
20250819,1.3550111686321595,2981024.570990751,0.0,1418625.0,1562399.570990751,0.0,0
20250820,1.365771660630868,3004697.6533879098,0.0,1949617.8,1055079.8533879095,0.0,0
