trade_date,nav_b0,nav_b1,nav_bh,equity_b0,equity_b1,cash_b0,cash_b1,etf_val_b0,etf_val_b1
20230714,1.05219957318221,1.0552454961184348,1.0497742477488146,2314839.061000862,2321540.0914605567,1997803.5610008624,2083171.4914605569,317035.5,238368.59999999998
20230717,1.0517718982366946,1.0549531156335161,1.0461832481825128,2313898.1761207283,2320896.8543937355,1975660.1761207285,2083343.6543937353,338238.0,237553.19999999998
20230718,1.0517234084880485,1.0549471119614666,1.045385248616247,2313791.498673707,2320883.6463152263,2309599.498673707,2200363.6463152263,4192.0,120520.0
20230719,1.0518054921784028,1.0549442066932424,1.0429912490500166,2313972.082792486,2320877.254725133,2313972.082792486,2320877.254725133,0.0,0.0
20230720,1.0518924182521365,1.0550313921648697,1.0298242494838226,2314163.3201547004,2321069.0627627135,2314163.3201547004,2321069.0627627135,0.0,0.0
20230721,1.0519793515098435,1.0551185848419082,1.028627249917664,2314354.5733216554,2321260.886652198,2314354.5733216554,2321260.886652198,0.0,0.0
20230724,1.0520365198850723,1.0552057847249532,1.026233250351542,2314480.343747159,2321452.726394897,2202083.943747159,2321452.726394897,112396.40000000001,0.0
20230725,1.0524354622612937,1.0552929918146,1.042592250785455,2315358.0169748464,2321644.5819921196,2315358.0169748464,2321644.5819921196,0.0,0.0
20230726,1.052402775914646,1.055380206111444,1.0378042512194041,2315286.107012221,2321836.4534451766,2234915.207012221,2321836.4534451766,80370.9,0.0
20230727,1.0510133824583112,1.0546973561572976,1.0298242516533893,2312229.4414082845,2320334.1835460546,1956309.5414082846,2141987.0835460545,355919.9,178347.1
20230728,1.0534911307427461,1.0564854880079504,1.0386022520874103,2317680.4876340413,2324268.073617491,1772351.9876340413,1959587.773617491,545328.5,364680.30000000005
20230731,1.0534542624609877,1.0564899220687411,1.045385252521467,2317599.377414173,2324277.8285512305,2317599.377414173,2324277.8285512305,0.0,0.0
20230801,1.0533808106586544,1.056577235285441,1.04378925295556,2317437.78344904,2324469.91762797,2175912.1834490397,2324469.91762797,141525.6,0.0
20230802,1.0534001736965681,1.0566645557181094,1.0417942533896885,2317480.38213245,2324662.0225798404,2265260.38213245,2324662.0225798404,52220.00000000001,0.0
20230803,1.053466276708682,1.0567518833673422,1.0425922538238526,2317625.8087591003,2324854.1434081527,2317625.8087591003,2324854.1434081527,0.0,0.0
20230804,1.0535533400373356,1.056839218233736,1.0485772542580531,2317817.348082138,2325046.2801142195,2317817.348082138,2325046.2801142195,0.0,0.0
20230807,1.0536404105613058,1.0569265603178877,1.0437892546922896,2318008.9032348725,2325238.432699353,2318008.9032348725,2325238.432699353,0.0,0.0
20230808,1.053727488281187,1.0570139096203934,1.0394002551265613,2318200.474218611,2325430.6011648653,2318200.474218611,2325430.6011648653,0.0,0.0
20230809,1.0538145731975737,1.0571012661418497,1.0314202555608694,2318392.061034662,2325622.7855120692,2318392.061034662,2325622.7855120692,0.0,0.0
20230810,1.053901665311061,1.0571886298828532,1.0306222559952134,2318583.6636843346,2325814.985742277,2318583.6636843346,2325814.985742277,0.0,0.0
20230811,1.053988764622244,1.0572760008440005,1.0118692564295928,2318775.2821689365,2326007.2018568013,2318775.2821689365,2326007.2018568013,0.0,0.0
20230814,1.0540758711317166,1.0573633790258885,1.0142632568640086,2318966.9164897767,2326199.433856955,2318966.9164897767,2326199.433856955,0.0,0.0
20230815,1.0541629848400746,1.0574507644291138,1.0066822572984602,2319158.5666481643,2326391.6817440502,2319158.5666481643,2326391.6817440502,0.0,0.0
20230816,1.0542501057479126,1.057538157054273,0.993914257732948,2319350.232645408,2326583.9455194008,2319350.232645408,2326583.9455194008,0.0,0.0
20230817,1.0543372338558257,1.0576255569019635,1.0022932581674713,2319541.9144828166,2326776.2251843195,2319541.9144828166,2326776.2251843195,0.0,0.0
20230818,1.0526764478785477,1.0577129639727818,0.9827422586020305,2315888.185332805,2326968.5207401197,2148157.885332805,2326968.5207401197,167730.30000000002,0.0
20230821,1.0524946879034514,1.057800378267325,0.9719692590366256,2315488.313387593,2327160.832188115,2289423.1133875926,2327160.832188115,26065.2,0.0
20230822,1.0531334169780247,1.0581400589128602,0.9779542594712568,2316893.5173516544,2327908.1296082926,1725222.1173516542,2030601.8296082928,591671.4,297306.3
20230823,1.0512895466314858,1.0562922396660306,0.9596002599059238,2312837.0025892686,2323842.9272652674,2207017.0025892686,2124708.9272652674,105819.99999999999,199133.99999999997
20230824,1.0513692880418066,1.0564473286565366,0.9603982603406269,2313012.4336919747,2324184.1230443805,2139949.133691975,2124884.5230443804,173063.3,199299.6
20230825,1.0511228333573628,1.0561507587725492,0.9448372607753657,2312470.233386198,2323531.669299608,2312470.233386198,2323531.669299608,0.0,0.0
20230828,1.051209703013012,1.0562380439592245,0.9508222612101405,2312661.346628627,2323723.696710294,2312661.346628627,2323723.696710294,0.0,0.0
20230829,1.0512965798479719,1.0563253363595517,0.9795502616449513,2312852.475665538,2323915.739991014,2312852.475665538,2323915.739991014,0.0,0.0
20230830,1.0515852425285361,1.0564126359741268,0.9843382620797979,2313487.5335627794,2324107.799143079,2209873.5335627794,2324107.799143079,103614.0,0.0
20230831,1.0510296514671276,1.0561845558333265,0.9815452625146807,2312265.2332276804,2323606.0228333184,1784349.2332276804,2058418.0228333187,527916.0,265188.0
20230901,1.0509429329012077,1.0561638818296766,0.9807472629495994,2312074.4523826567,2323560.5400252882,1897901.4523826565,2058588.1400252883,414173.00000000006,264972.4
20230904,1.051241896758559,1.056386867553086,0.9955102633845537,2312732.17286883,2324051.1086167893,2312732.17286883,2324051.1086167893,0.0,0.0
20230905,1.05097223637294,1.0562950431800304,0.9899242638195439,2312138.9200204676,2323849.0949960668,2106215.9200204676,2220391.3949960666,205923.0,103457.7
20230906,1.0505974678441863,1.0561504150706746,0.9935152642545705,2311314.42925721,2323530.913155484,2311314.42925721,2323530.913155484,0.0,0.0
20230907,1.0436471664344433,1.0527008055274087,0.976757264689633,2296023.766155775,2315941.772160299,1403238.166155775,1867223.3721602992,892785.6,448718.39999999997
20230908,1.0430057081789597,1.0528459501483312,0.9787522651247312,2294612.5579937114,2316261.0903263288,2220286.6579937115,2050601.1903263289,74325.9,265659.89999999997
20230911,1.045475501506613,1.054695164317765,0.9931162655598653,2300046.1033145487,2320329.361499083,1949097.1033145487,2050770.661499083,350949.0,269558.7
20230912,1.0449696329917315,1.0543274143285495,0.9923182659950357,2298933.192581809,2319520.311522809,2298933.192581809,2319520.311522809,0.0,0.0
20230913,1.045055994118425,1.0544145488256016,0.9795502664302419,2299123.187060535,2319712.0074163233,2299123.187060535,2319712.0074163233,0.0,0.0
20230914,1.0451423623824019,1.0545016905238516,0.9759592668654842,2299313.197241284,2319903.7191524734,2299313.197241284,2319903.7191524734,0.0,0.0
20230915,1.0452287377842515,1.0545888394238947,0.9763582673007623,2299503.2231253535,2320095.4467325686,2299503.2231253535,2320095.4467325686,0.0,0.0
20230918,1.0457330243247813,1.0548866306840885,0.9771562677360762,2300612.653514519,2320750.5875049946,2087794.553514519,2213484.3875049944,212818.09999999998,107266.2
20230919,1.044816885662778,1.0542953743285575,0.9699742681714264,2298597.1484581116,2319449.8235228267,2000313.4484581116,2115975.1235228265,298283.7,203474.7
20230920,1.0445232691972275,1.0538227314157718,0.9611962686068124,2297951.1922339005,2318410.009114698,2286869.7922339006,2211209.509114698,11081.4,107200.49999999999
20230921,1.0445874970629012,1.0537034918835526,0.9540142690422345,2298092.4935383825,2318147.682143816,2298092.4935383825,2318147.682143816,0.0,0.0
20230922,1.044673826608113,1.0537905748167662,0.9731662694776926,2298282.4185378486,2318339.2645968855,2298282.4185378486,2318339.2645968855,0.0,0.0
20230925,1.044760163287998,1.0538776649469161,0.9679792699131867,2298472.3592335954,2318530.862883216,2298472.3592335954,2318530.862883216,0.0,0.0
20230926,1.0439230492351728,1.0534990100746566,0.9639892703487165,2296630.70831738,2317697.8221642445,1825269.1083173798,2079963.4221642446,471361.6,237734.4
20230927,1.046397721744364,1.0551189715200515,0.9699742707842826,2302074.987837601,2321261.737344113,1433478.687837601,1762861.0373441135,868596.3,558400.7
20230928,1.0507897958767176,1.05826534324133,0.9771562712198845,2311737.550928779,2328183.755130926,977032.550928779,1375522.7551309261,1334705.0,952660.9999999999
