trade_date,nav_a0_raw,nav_a1_filtered,nav_diff
20230509,1.012664582120937,1.0119334386090089,-0.0007311435119281562
20230510,1.0124404579715254,1.0118337229567151,-0.0006067350148102335
20230511,1.012524130736647,1.0119173455784471,-0.0006067851581998962
20230512,1.0126078104168732,1.0120009751111396,-0.0006068353057335774
20230515,1.0126914970127754,1.0120846115553637,-0.0006068854574117211
20230516,1.0127751905249252,1.0121682549116906,-0.0006069356132345494
20230517,1.012858890953894,1.0122519051806917,-0.0006069857732022843
20230518,1.0129425983002538,1.012335562362938,-0.0006070359373158141
20230519,1.013026312564576,1.012419226459001,-0.0006070861055749166
20230522,1.0131100337474328,1.012502897469452,-0.0006071362779807021
20230523,1.0131937618493954,1.0125865753948629,-0.0006071864545325045
20230524,1.0132774968710359,1.0126702602358046,-0.000607236635231212
20230525,1.0129758080207771,1.0120279156577245,-0.0009478923630525937
20230526,1.013785876885602,1.015571963540086,0.001786086654483876
20230529,1.010172171237899,1.012448759069379,0.0022765878314798815
20230530,1.0129290016577608,1.0170766174942458,0.004147615836485041
20230531,1.0118310376629696,1.018537251547833,0.006706213884863477
20230601,1.0123554621651427,1.019796345368622,0.007440883203479354
20230602,1.0187057574037515,1.0261710096218082,0.007465252218056717
20230605,1.019051041270066,1.0265313083804546,0.007480267110388628
20230606,1.0174798123992468,1.0249439747109745,0.007464162311727751
20230607,1.0171781356701817,1.0246410328811237,0.0074628972109420655
20230608,1.0178183926764355,1.0252780176197918,0.00745962494335628
20230609,1.0175587434827424,1.0250193857504741,0.0074606422677316875
20230612,1.0190144445946003,1.0264738532526396,0.00745940865803929
20230613,1.0199072397873918,1.027372347354749,0.007465107567357077
20230614,1.0191152041843694,1.0266260680375883,0.007510863853218863
20230615,1.019508027792529,1.027002014782505,0.007493986989975943
20230616,1.0206275601854722,1.028120406780534,0.007492846595061886
20230619,1.0202833841582146,1.0277730960502154,0.007489711892000761
20230620,1.0198207047709544,1.02729834459369,0.007477639822735638
20230621,1.0195231839426486,1.0269955017446333,0.0074723178019846515
20230626,1.0194295753960925,1.0269016884043194,0.007472113008226922
20230627,1.0195137528966889,1.0269864834349165,0.007472730538227612
20230628,1.019597937354103,1.0270712854733672,0.007473348119264145
20230629,1.0196821287689108,1.0271560945202507,0.0074739657513398505
20230630,1.0197663271416866,1.0272409105761466,0.007474583434460058
20230703,1.0204100380585428,1.027892048534609,0.007482010476066225
20230704,1.0211392154846781,1.028625760311723,0.007486544827044916
20230705,1.0203730908590611,1.0278408685648295,0.0074677777057683414
20230706,1.0203709657057136,1.0278365630792863,0.007465597373572663
20230707,1.0204552938846976,1.0279215082497886,0.007466214365090984
20230710,1.0205396290329525,1.0280064604405532,0.007466831407600738
20230711,1.020907951657666,1.028381802967036,0.00747385130936995
20230712,1.0203433327430773,1.027813224002593,0.007469891259515693
20230713,1.0208072440170082,1.0282732134626535,0.007465969445645371
20230714,1.0210721706487451,1.028530511962639,0.007458341313893779
20230717,1.0210284671842607,1.0284764531394353,0.007447985955174596
20230718,1.0214074598145686,1.0288579311548336,0.007450471340264997
20230719,1.0213782692662055,1.028827162075665,0.007448892809459595
20230720,1.0214626806934175,1.028912189113853,0.007449508420435569
20230721,1.0215470990967808,1.0289972231790692,0.007450124082288401
20230724,1.0216315244768714,1.029082264271894,0.007450739795022532
20230725,1.0217159568342662,1.029167312392908,0.007451355558641737
20230726,1.0218003961695417,1.0292523675426926,0.007451971373150901
20230727,1.0216565515055889,1.0291091387441424,0.007452587238553576
20230728,1.0239282962507548,1.0313912849208984,0.007462988670143611
20230731,1.0242232417137433,1.0316876149505314,0.007464373236788058
20230801,1.0243078882626455,1.0317728783897835,0.0074649901271379715
20230802,1.02439254180713,1.0318581488756007,0.007465607068470659
20230803,1.0244772023477753,1.0319434264085658,0.0074662240607905606
20230804,1.0245618698851593,1.0320287109892607,0.0074668411041014515
20230807,1.0246465444198605,1.032114002618268,0.0074674581984075505
20230808,1.0247312259524572,1.0321993012961705,0.0074680753437132985
20230809,1.0248159144835276,1.0322846070235505,0.007468692540022914
20230810,1.0249006100136502,1.0323699198009904,0.007469309787340173
20230811,1.0249853125434032,1.032455239629073,0.007469927085669736
20230814,1.0250700220733655,1.032540566508381,0.0074705444350156025
20230815,1.0251547386041153,1.0326259004394975,0.007471161835382212
20230816,1.0252394621362313,1.0327112414230049,0.007471779286773561
20230817,1.025324192670292,1.0327965894594862,0.007472396789194091
20230818,1.0254089302068765,1.0328819445495239,0.007473014342647355
20230821,1.025493674746563,1.0329673066937015,0.007473631947138459
20230822,1.025476462599848,1.032947691009131,0.007471228409283048
20230823,1.024309799825307,1.0317528829191318,0.007443083093824798
20230824,1.0247670870739776,1.0322179339838358,0.0074508469098582
20230825,1.024363532312091,1.0318089454035873,0.007445413091496267
20230828,1.0244481904552571,1.0318942188701494,0.007446028414892281
20230829,1.0245328555949642,1.0319794993841058,0.007446643789141616
20230830,1.0246175277317902,1.0320647869460384,0.00744725921424827
20230831,1.0237342877018503,1.0311733438255375,0.007439056123687227
20230901,1.0237305791251767,1.0318999438005336,0.008169364675356894
20230904,1.023984425307449,1.0325513833919073,0.008566958084458287
20230905,1.0238496168549953,1.0323450556872291,0.008495438832233804
20230906,1.0237601158644656,1.0321947448976923,0.00843462903322667
20230907,1.0234268322434628,1.0321760373307423,0.008749205087279499
20230908,1.0238603695598016,1.0325589619307842,0.008698592370982583
20230911,1.0246533085084504,1.0331098604926265,0.008456551984176164
20230912,1.0244444863455173,1.032877523853712,0.008433037508194685
20230913,1.0245291511790997,1.0329628856325428,0.008433734453443087
20230914,1.0246138230097754,1.0330482544660664,0.00843443145629097
20230915,1.0246985018381236,1.0331336303548653,0.008435128516741663
20230918,1.0249136680271178,1.0334343765305143,0.008520708503396479
20230919,1.023778528900058,1.0323122469709483,0.008533718070890206
20230920,1.0239249308348277,1.0321541453768213,0.008229214541993546
20230921,1.023882028100674,1.032093194831773,0.008211166731099118
20230922,1.0239666464501038,1.0321784917900236,0.00821184533991981
20230925,1.0240512717927854,1.0322637957976095,0.008212524004824084
20230926,1.0239984251929337,1.0324848037232954,0.008486378530361716
20230927,1.02367206280636,1.0323046832853233,0.008632620478963293
20230928,1.0266871951049015,1.034564190678044,0.007876995573142587
20231009,1.02181886599796,1.0292965804411351,0.007477714443175243
20231010,1.0254761635770056,1.032452839279977,0.006976675702971447
20231011,1.0277693056716664,1.0357047771930654,0.007935471521399062
20231012,1.0285513617224733,1.0361267666783327,0.0075754049558593994
20231013,1.0248394570761847,1.0322911724996588,0.0074517154234741145
20231016,1.02246513952568,1.029544503175072,0.00707936364939199
20231017,1.0221073105846192,1.030017821131458,0.007910510546838667
20231018,1.0167835942094985,1.0249854761503345,0.008201881940836042
20231019,1.0168817405997037,1.0250341371588818,0.008152396559178099
20231020,1.0099259510408498,1.018332469843583,0.008406518802733132
20231023,1.003575296573994,1.0123605963061546,0.00878529973216069
20231024,1.0080489967394506,1.0170551112370665,0.009006114497615902
20231025,1.0119795326038314,1.0206394136183854,0.00865988101455395
20231026,1.0119550699308313,1.0206336311321709,0.008678561201339585
20231027,1.0169439489596386,1.02654228865116,0.009598339691521351
20231030,1.0266489983597407,1.0369628811045424,0.010313882744801717
20231031,1.0238783436955934,1.0349245069154525,0.011046163219859073
20231101,1.0238305072749372,1.0352855850126812,0.011455077737744013
20231102,1.022912062842744,1.0345145345459281,0.01160247170318418
20231103,1.0236524907928286,1.0361876692410448,0.012535178448216167
20231106,1.0308228362278304,1.0434636237441377,0.012640787516307261
20231107,1.0330612796473533,1.0454924861440715,0.01243120649671825
20231108,1.0370045705009678,1.050833561843152,0.013828991342184072
20231109,1.0311862381366594,1.0444339612205018,0.013247723083842367
20231110,1.0270067528194504,1.0421243338996031,0.015117581080152709
20231113,1.032003861743951,1.0475396430477466,0.015535781303795515
20231114,1.032464309073998,1.0475901222686976,0.015125813194699633
20231115,1.0318505165085197,1.0475368586012292,0.015686342092709582
20231116,1.0284864801441436,1.0461437658530295,0.017657285708885917
20231117,1.031751790897574,1.051545424841943,0.01979363394436895
20231120,1.0348784687690982,1.0579175419319,0.02303907316280185
20231121,1.0348865137590038,1.0586660262141032,0.02377951245509946
20231122,1.030944212171298,1.0588763265256234,0.02793211435432541
20231123,1.0375916673511545,1.067873641474247,0.030281974123092414
20231124,1.0293999588812135,1.0573863666640384,0.027986407782824907
20231127,1.0279152309362298,1.0546824630673317,0.02676723213110188
20231128,1.028654332314181,1.054749533173896,0.026095200859715062
20231129,1.0261362239194063,1.0515588731803944,0.02542264926098814
20231130,1.025693294955267,1.051047671264279,0.025354376309011828
20231201,1.0257780629961724,1.0511345347081849,0.025356471712012496
20231204,1.025862838042701,1.0512214053308881,0.025358567288187084
20231205,1.023403101254936,1.0486768857606679,0.02527378450573181
20231206,1.0283479053082702,1.054139412266441,0.025791506958170674
20231207,1.030284815315471,1.0558847003095284,0.02559988499405752
20231208,1.0250235213733478,1.050332343321838,0.025308821948490046
20231211,1.0235260983168502,1.0487574744216241,0.025231376104773995
20231212,1.0236106872505952,1.0488441485930637,0.02523346134246851
20231213,1.0236952831751613,1.0489308299276585,0.025235546752497173
20231214,1.0232432799146791,1.0485243421871557,0.025281062272476618
20231215,1.022709466324552,1.0481810872778698,0.025471620953317897
20231218,1.0186800993383727,1.0438826113738509,0.025202512035478186
20231219,1.0186155159219392,1.0439020589612298,0.025286543039290565
20231220,1.0185948630862902,1.0438229136434125,0.025228050557122295
20231221,1.0186790444799338,1.0439091799999118,0.025230135519977992
20231222,1.0187632328307175,1.0439954534858624,0.025232220655144966
20231225,1.0188474281392157,1.044081734101853,0.025234305962637205
20231226,1.0189316304060043,1.0441680218484728,0.025236391442468475
20231227,1.0190158396316575,1.0442543167263116,0.0252384770946541
20231228,1.020095822789892,1.0453459745648845,0.02525015177499257
20231229,1.0234746486180717,1.0492178892481696,0.02574324063009792
20240102,1.0274394225929762,1.053340458332592,0.025901035739615885
20240103,1.0253940826819585,1.051253341465174,0.025859258783215378
20240104,1.0250765006377023,1.050892190727053,0.025815690089350696
20240105,1.0200074589031947,1.0456692584251597,0.025661799521965012
20240108,1.0186953984664775,1.0443201464702967,0.025624748003819198
20240109,1.01877958816883,1.0444064539204183,0.025626865751588346
20240110,1.0188637848290092,1.044492768503387,0.025628983674377714
20240111,1.01894798844759,1.0445790902197922,0.02563110177220218
20240112,1.018639440338785,1.044267243718158,0.02562780337937287
20240115,1.0185782310889258,1.0442088912364216,0.02563066014749582
20240116,1.0182656647894666,1.0438732727751414,0.025607607985674852
20240117,1.0171140141682244,1.0426890246985112,0.025575010530286768
20240118,1.0163580158959917,1.0418383379918,0.025480322095808194
20240119,1.013310668424278,1.0387125450652253,0.025401876640947174
20240122,0.9991979317026602,1.0241800071087694,0.024982075406109194
20240123,0.9983791709172641,1.0233273142580044,0.024948143340740248
20240124,1.001971260104943,1.0269820833448329,0.02501082323988979
20240125,1.01383845413106,1.0391745235251242,0.025336069394064076
20240126,1.0172605835223854,1.042564886453402,0.02530430293101671
20240129,0.9970324231225638,1.021942148211937,0.02490972508937328
20240130,0.9836978573255644,1.0083277869046519,0.024629929579087495
20240131,0.9786116885502115,1.0031756166746062,0.024563928124394674
20240201,0.9786925655492653,1.0032585237503642,0.02456595820109886
20240202,0.9787734492323685,1.003341437677947,0.024567988445578504
20240205,0.9788543396000737,1.0034243584579203,0.0245700188578466
20240206,0.9789352366529334,1.003507286090851,0.024572049437917576
20240207,0.9790161403914996,1.0035902205773046,0.02457408018580498
20240208,0.9888425795068211,1.0136860669633028,0.024843487456481683
20240219,1.007036045085894,1.0322448258420154,0.02520878075612143
20240220,1.019592789506412,1.0450311475237903,0.02543835801737826
20240221,1.0402813893625322,1.0663529602368464,0.02607157087431422
20240222,1.0709320462950491,1.097808101698136,0.026876055403086907
20240223,1.113881727892301,1.141769320535316,0.027887592643015102
20240226,1.1347904647037343,1.163200962665488,0.028410497961753656
20240227,1.1682968722804192,1.1975919916222821,0.029295119341862907
20240228,1.0711942944111112,1.0981214246944675,0.02692713028335625
20240229,1.0991769394104989,1.1266299405023685,0.027453001091869655
20240301,1.099889029698655,1.1273786639149947,0.027489634216339764
20240304,1.0996903596240992,1.1271348641276397,0.027444504503540523
20240305,1.090967588165466,1.1181604523948478,0.02719286422938194
20240306,1.1015298336999875,1.1290105058602975,0.027480672160310027
20240307,1.1035357489003683,1.131087038171075,0.027551289270706603
20240308,1.106121822739233,1.1337110127549581,0.027589190015725018
20240311,1.1127248814548616,1.1405058832368538,0.027781001781992165
20240312,1.1226170355021643,1.1506739400716817,0.02805690456951737
20240313,1.1217430585298542,1.1497836004383295,0.02804054190847527
20240314,1.1212614236909273,1.149238403289568,0.02797697959864065
20240315,1.1309629786462665,1.1591760357656475,0.028213057119381046
20240318,1.142009138359002,1.1705312062870106,0.028522067928008488
20240319,1.1411285624084155,1.1696136647965836,0.028485102388168038
20240320,1.1560813597612818,1.1851550061328928,0.02907364637161103
20240321,1.1653723994124265,1.194569120658343,0.029196721245916546
20240322,1.1484778397685012,1.1771553941018236,0.02867755433332242
20240325,1.13425398658024,1.1624741417245519,0.028220155144311976
20240326,1.132151383389762,1.1604377101576393,0.028286326767877235
20240327,1.118937060975016,1.1469548192644146,0.028017758289398564
20240328,1.1165707951092438,1.144558654890124,0.027987859780880253
20240329,1.1188098953658643,1.1468715606330893,0.028061665267224978
20240401,1.1226504406180353,1.1507474698806246,0.02809702926258928
20240402,1.1274821785884845,1.156125238555333,0.02864305996684835
20240403,1.1211634021272865,1.1497791428186626,0.028615740691376068
20240408,1.1049238062777251,1.1329964755051465,0.028072669227421354
20240409,1.1109412129731349,1.138966103936668,0.028024890963533222
20240410,1.1091144613869046,1.1370830908891345,0.02796862950222989
20240411,1.1092061237390853,1.1371770646982988,0.027970940959213486
20240412,1.109297793666667,1.1372710462738937,0.027973252607226717
20240415,1.1093894711702759,1.137365035616561,0.02797556444628513
20240416,1.109481156250538,1.1374590327269425,0.027977876476404484
20240417,1.1095728489080794,1.1375530376056802,0.027980188697600772
20240418,1.1096645491435262,1.1376470502534162,0.02798250110988998
20240419,1.1090307426926291,1.1370044972860824,0.027973754593453304
20240422,1.1068834350878927,1.1348580751663995,0.027974640078506807
20240423,1.1068531720882384,1.1348511849518006,0.027998012863562183
20240424,1.106944647557006,1.1349449743059288,0.028000326748922832
20240425,1.1070361305857297,1.1350387714112433,0.028002640825513625
20240426,1.108134067462224,1.1361649700183845,0.028030902556160475
20240429,1.1135106906121652,1.1416324192120757,0.028121728599910467
20240430,1.1111653482592478,1.139431806292852,0.02826645803360406
20240506,1.1177994259327702,1.1456066092492698,0.027807183316499673
20240507,1.1197515227803305,1.1474957142058573,0.027744191425526754
20240508,1.113139149352461,1.1403766403730717,0.027237491020610793
20240509,1.1173375029313708,1.1456860205422237,0.028348517610852886
20240510,1.1169117963388258,1.1413921806566187,0.02448038431779298
20240513,1.1107281181366824,1.1336817666793626,0.022953648542680227
20240514,1.1103803252495632,1.1337760876210863,0.023395762371523077
20240515,1.110472092218592,1.1338697881241955,0.023397695905603477
20240516,1.110563866771668,1.133963496371148,0.023399629599480054
20240517,1.1106556489094177,1.1340572123625836,0.023401563453165908
20240520,1.1100964911250302,1.1338089892375727,0.0237124981125425
20240521,1.1059174463809462,1.129032375784467,0.023114929403520668
20240522,1.1059980901639677,1.1296637911075595,0.023665700943591883
20240523,1.1045527252422682,1.1282945895248937,0.02374186428262548
20240524,1.1046440105914617,1.1283878370116311,0.023743826420169478
20240527,1.1045122384191965,1.1286220841977483,0.024109845778551797
20240528,1.104446602797165,1.1284225593722874,0.023975956575122526
20240529,1.1047060332717762,1.1286607475935726,0.02395471432179641
20240530,1.1047973312910548,1.1287540253413078,0.023956694050252914
20240531,1.1048886368556246,1.1288473107979473,0.02395867394232276
20240603,1.1049799499661084,1.1289406039641292,0.02396065399802083
20240604,1.1050712706231305,1.1290339048404898,0.023962634217359335
20240605,1.1051625988273142,1.1291272134276669,0.023964614600352707
20240606,1.1052539345792836,1.1292205297262972,0.023966595147013603
20240607,1.1053452778796622,1.1293138537370182,0.02396857585735601
20240611,1.1054366287290738,1.1294071854604677,0.02397055673139392
20240612,1.1055279871281423,1.1295005248972827,0.023972537769140434
20240613,1.1027170757254254,1.1265998733282656,0.023882797602840178
20240614,1.1029011307053878,1.1267886473598705,0.023887516654482743
20240617,1.1004220102503748,1.1242628824471805,0.02384087219680575
20240618,1.100436701553175,1.1242806641625591,0.02384396260938404
20240619,1.09982805600413,1.1236591591645562,0.023831103160426137
20240620,1.0927100350018464,1.1163703733839463,0.02366033838209991
20240621,1.0926212944713056,1.1162473345718293,0.023626040100523715
20240624,1.0886124136354243,1.1121363202971508,0.023523906661726546
20240625,1.087780762532569,1.1112919243776784,0.023511161845109374
20240626,1.0877215367185034,1.1112346416348395,0.02351310491633618
20240627,1.087811431060381,1.1113264792085282,0.0235150481481472
20240628,1.0879013328315432,1.1114183243720992,0.023516991540555976
20240701,1.0879912420326037,1.1115101771261795,0.023518935093575832
20240702,1.0880811586641765,1.1116020374713964,0.02352087880721987
20240703,1.0881710827268762,1.1116939054083776,0.02352282268150141
20240704,1.0855872599746217,1.1090724425410559,0.02348518256643417
20240705,1.0863922381478728,1.109874223020905,0.023481984873032324
20240708,1.085941859356096,1.1094100344965487,0.02346817514045263
20240709,1.0860316066172,1.109501721276259,0.023470114659059016
20240710,1.0861213612954328,1.1095934156333893,0.023472054337956516
20240711,1.0862111233914076,1.1096851175685654,0.023473994177157786
20240712,1.0862338543536714,1.1097032776179512,0.02346942326427981
20240715,1.084594162485887,1.108019327701,0.023425165215112953
20240716,1.0851488873635906,1.1085964114284586,0.02344752406486794
20240717,1.085053765181667,1.1084968006182836,0.023443035436616633
20240718,1.085143439046558,1.1085884119241198,0.023444972877561865
20240719,1.085233120322512,1.1086800308011384,0.023446910478626348
20240722,1.085322809010142,1.1087716572499648,0.02344884823982274
20240723,1.0854125051100603,1.108863291271225,0.023450786161164805
20240724,1.0855022086228792,1.1089549328655448,0.023452724242665646
20240725,1.0855919195492116,1.1090465820335504,0.023454662484338806
20240726,1.0856816378896703,1.1091382387758673,0.023456600886196943
20240729,1.0872507484465204,1.1107750049398153,0.023524256493294926
20240730,1.0910563018356485,1.1147881310099834,0.023731829174334917
20240731,1.105830455726259,1.1301098806574374,0.024279424931178406
20240801,1.1039083936265068,1.1285049619724428,0.024596568345935932
20240802,1.091891924222524,1.1162195605793679,0.024327636356843874
20240805,1.0743779587515354,1.0983748812382432,0.023996922486707817
20240806,1.0813300939831378,1.1054750282991272,0.024144934315989408
20240807,1.0804110935458262,1.1045547312170183,0.024143637671192097
20240808,1.0784462104656534,1.102557887956638,0.02411167749098464
20240809,1.0784734992264355,1.1026080381344932,0.024134538908057612
20240812,1.078036707170286,1.1021647836058266,0.02412807643554049
20240813,1.0781258011130272,1.1022558716044717,0.024130070491444444
20240814,1.0782149024189043,1.1023469671310506,0.02413206471214635
20240815,1.0783040110885256,1.1024380701861853,0.024134059097659755
20240816,1.0782609293005994,1.1023724155159533,0.024111486215353972
20240819,1.0774877203980624,1.1016074503927056,0.02411972999464318
20240820,1.0745488660483955,1.0985810638276738,0.02403219777927834
20240821,1.074206242451075,1.0982197955666084,0.024013553115533437
20240822,1.0742950198264842,1.0983105575331842,0.024015537706699952
20240823,1.0743838045388665,1.0984013270007489,0.02401752246188238
20240826,1.0744725965888284,1.0984921039699225,0.02401950738109404
20240827,1.0745613959769762,1.098582888441325,0.024021492464348704
20240828,1.0746502027039164,1.0986736804155763,0.024023477711659913
20240829,1.0753445263516608,1.099381877633793,0.024037351282132136
20240830,1.0763159674470018,1.1003661492765726,0.02405018182957086
20240902,1.073897959906257,1.098001583436317,0.024103623530060014
20240903,1.0738252142079772,1.097778658210305,0.023953444002327906
20240904,1.0728888380799253,1.0969061935990376,0.024017355519112327
20240905,1.0745556497044095,1.0984332805121075,0.023877630807698003
20240906,1.0695748503972098,1.093362502540925,0.023787652143715254
20240909,1.0682968354898046,1.092066442722277,0.023769607232472456
20240910,1.0686860546497623,1.0929549679729906,0.024268913323228336
20240911,1.0643837314207705,1.0882978103833794,0.023914078962608887
20240912,1.0649318463631867,1.088569023489647,0.023637177126460296
20240913,1.0652310506212257,1.0888756098638277,0.023644559242602003
20240918,1.0652792556146657,1.0889149107534855,0.02363565513881971
20240919,1.0662528248619367,1.0898872910616622,0.023634466199725424
20240920,1.0663626531677484,1.0899086001608482,0.023545946993099864
20240923,1.0674403528791294,1.0911862152640166,0.023745862384887184
20240924,1.0819951196048743,1.1064012857111085,0.02440616610623425
20240925,1.08865859138666,1.1129207367927976,0.02426214540613758
20240926,1.116463974254844,1.1401743160581976,0.02371034180335374
20240927,1.144559155142461,1.1687757953559184,0.024216640213457374
20240930,1.2288722902606546,1.2564232932041448,0.02755100294349022
20241008,1.3024089192455373,1.334590921802832,0.03218200255729475
20241009,1.2405884434988181,1.2731731673335593,0.0325847238347412
20241010,1.2431142177323908,1.2756817080317988,0.032567490299407975
20241011,1.2240313945278458,1.256575166779307,0.03254377225146121
20241014,1.2278307097546661,1.2603201882287405,0.03248947847407435
20241015,1.2279321833670425,1.2604243469219827,0.03249216355494022
20241016,1.228033665365668,1.260528514223381,0.03249484885771303
20241017,1.2223834486888383,1.2547000397749701,0.03231659108613183
20241018,1.227308647959579,1.2597523664499328,0.03244371849035388
20241021,1.227376784343708,1.259863858954598,0.032487074610890065
20241022,1.2349102256145406,1.2675850969915516,0.03267487137701108
20241023,1.2381310534245462,1.2708397251903258,0.03270867176577963
20241024,1.2350386084702836,1.2676681570609278,0.032629548590644264
20241025,1.2455152571156116,1.2784002280581301,0.03288497094251852
20241028,1.273769635724389,1.3073982109094349,0.033628575185045806
20241029,1.250554564335681,1.2834489840497805,0.032894419714099454
20241030,1.2615633909904347,1.2946735610399724,0.03311017004953776
20241031,1.285415533569705,1.3191048149030187,0.033689281333313614
20241101,1.2632094310428026,1.2987909756988785,0.03558154465607588
20241104,1.2758221990679075,1.3111533978076888,0.0353311987397813
20241105,1.2997932385155766,1.333757733239138,0.033964494723561334
20241106,1.308595481495469,1.342162203637828,0.03356672214235901
20241107,1.3335857174442027,1.3660778125366637,0.03249209509246098
20241108,1.3371264938912866,1.3705464067362723,0.03341991284498569
20241111,1.3510119502858606,1.3839104921047853,0.03289854181892471
20241112,1.3366873110651856,1.3696608989054853,0.03297358784029969
20241113,1.340395005362193,1.3729127590343204,0.0325177536721275
20241114,1.3309634288429142,1.3631905600291323,0.032227131186218116
20241115,1.3287543805433442,1.3611935465217337,0.032439165978389584
20241118,1.327781164519835,1.3602725266545037,0.032491362134668744
20241119,1.332365829843048,1.3652400810305987,0.03287425118755061
20241120,1.3388930627262436,1.3718652962800078,0.03297223355376411
20241121,1.3417487827259431,1.3748131130789116,0.03306433035296852
20241122,1.3066774638732757,1.337446608753734,0.030769144880458343
20241125,1.3175406643983518,1.347758340680453,0.030217676282101147
20241126,1.3171998407492786,1.3481912789355053,0.030991438186226627
20241127,1.3443043376631272,1.3770190061010068,0.032714668437879624
20241128,1.3567822477887044,1.3886684942607899,0.03188624647208549
20241129,1.3560396010300695,1.3885822796085503,0.03254267857848081
20241202,1.3713671569608836,1.4020265057031462,0.030659348742262615
