openTime,close
2026-03-11 08:00:00,0.017824
2026-03-11 16:00:00,0.019242
2026-03-12 00:00:00,0.020594
2026-03-12 08:00:00,0.021233
2026-03-12 16:00:00,0.021306
2026-03-13 00:00:00,0.020328
2026-03-13 08:00:00,0.018982
2026-03-13 16:00:00,0.017632
2026-03-14 00:00:00,0.015967
2026-03-14 08:00:00,0.016024
2026-03-14 16:00:00,0.016795
2026-03-15 00:00:00,0.01735
2026-03-15 08:00:00,0.017584
2026-03-15 16:00:00,0.018105
2026-03-16 00:00:00,0.017784
2026-03-16 08:00:00,0.018406
2026-03-16 16:00:00,0.018524
2026-03-17 00:00:00,0.017097
2026-03-17 08:00:00,0.013992
2026-03-17 16:00:00,0.014734
2026-03-18 00:00:00,0.014246
2026-03-18 08:00:00,0.01248
2026-03-18 16:00:00,0.012077
2026-03-19 00:00:00,0.011332
2026-03-19 08:00:00,0.012051
2026-03-19 16:00:00,0.012235
2026-03-20 00:00:00,0.01177
2026-03-20 08:00:00,0.010128
2026-03-20 16:00:00,0.009894
2026-03-21 00:00:00,0.009686
2026-03-21 08:00:00,0.00958
2026-03-21 16:00:00,0.010126
2026-03-22 00:00:00,0.009873
2026-03-22 08:00:00,0.010434
2026-03-22 16:00:00,0.010876
2026-03-23 00:00:00,0.010153
2026-03-23 08:00:00,0.010654
2026-03-23 16:00:00,0.010876
2026-03-24 00:00:00,0.01011
2026-03-24 08:00:00,0.009698
2026-03-24 16:00:00,0.009772
2026-03-25 00:00:00,0.009857
2026-03-25 08:00:00,0.009548
2026-03-25 16:00:00,0.009578
2026-03-26 00:00:00,0.008869
2026-03-26 08:00:00,0.008467
2026-03-26 16:00:00,0.008248
2026-03-27 00:00:00,0.007839
2026-03-27 08:00:00,0.006895
2026-03-27 16:00:00,0.006945
2026-03-28 00:00:00,0.007264
2026-03-28 08:00:00,0.006753
2026-03-28 16:00:00,0.006708
2026-03-29 00:00:00,0.007749
2026-03-29 08:00:00,0.007487
2026-03-29 16:00:00,0.007398
2026-03-30 00:00:00,0.007168
2026-03-30 08:00:00,0.006907
2026-03-30 16:00:00,0.006906
2026-03-31 00:00:00,0.007679
2026-03-31 08:00:00,0.007735
2026-03-31 16:00:00,0.008288
2026-04-01 00:00:00,0.007931
2026-04-01 08:00:00,0.007795
2026-04-01 16:00:00,0.007902
2026-04-02 00:00:00,0.007518
2026-04-02 08:00:00,0.007033
2026-04-02 16:00:00,0.007088
2026-04-03 00:00:00,0.006849
2026-04-03 08:00:00,0.007026
2026-04-03 16:00:00,0.006885
2026-04-04 00:00:00,0.006792
2026-04-04 08:00:00,0.006153
2026-04-04 16:00:00,0.006532
2026-04-05 00:00:00,0.006886
2026-04-05 08:00:00,0.007056
2026-04-05 16:00:00,0.006963
2026-04-06 00:00:00,0.006878
2026-04-06 08:00:00,0.007222
2026-04-06 16:00:00,0.006824
2026-04-07 00:00:00,0.006875
2026-04-07 08:00:00,0.006488
2026-04-07 16:00:00,0.006965
2026-04-08 00:00:00,0.007289
2026-04-08 08:00:00,0.007454
2026-04-08 16:00:00,0.007588
2026-04-09 00:00:00,0.007293
2026-04-09 08:00:00,0.007175
2026-04-09 16:00:00,0.006819
2026-04-10 00:00:00,0.007028
2026-04-10 08:00:00,0.007032
2026-04-10 16:00:00,0.00752
2026-04-11 00:00:00,0.007364
2026-04-11 08:00:00,0.00703
2026-04-11 16:00:00,0.0072
2026-04-12 00:00:00,0.006742
2026-04-12 08:00:00,0.007248
2026-04-12 16:00:00,0.007867
2026-04-13 00:00:00,0.00842
2026-04-13 08:00:00,0.00817
2026-04-13 16:00:00,0.007904
2026-04-14 00:00:00,0.008617
2026-04-14 08:00:00,0.009329
2026-04-14 16:00:00,0.009805
2026-04-15 00:00:00,0.009931
2026-04-15 08:00:00,0.010168
2026-04-15 16:00:00,0.01033
2026-04-16 00:00:00,0.00952
2026-04-16 08:00:00,0.008889
2026-04-16 16:00:00,0.008768
2026-04-17 00:00:00,0.007987
2026-04-17 08:00:00,0.009072
2026-04-17 16:00:00,0.009155
2026-04-18 00:00:00,0.01188
2026-04-18 08:00:00,0.009898
2026-04-18 16:00:00,0.010555
2026-04-19 00:00:00,0.008457
2026-04-19 08:00:00,0.009068
2026-04-19 16:00:00,0.008607
2026-04-20 00:00:00,0.008747
2026-04-20 08:00:00,0.009023
2026-04-20 16:00:00,0.009266
2026-04-21 00:00:00,0.009125
2026-04-21 08:00:00,0.008826
2026-04-21 16:00:00,0.009017
2026-04-22 00:00:00,0.008956
2026-04-22 08:00:00,0.008618
2026-04-22 16:00:00,0.008911
2026-04-23 00:00:00,0.009048
2026-04-23 08:00:00,0.009521
2026-04-23 16:00:00,0.009363
2026-04-24 00:00:00,0.00904
2026-04-24 08:00:00,0.00912
2026-04-24 16:00:00,0.008762
2026-04-25 00:00:00,0.009121
2026-04-25 08:00:00,0.009084
2026-04-25 16:00:00,0.009329
2026-04-26 00:00:00,0.008763
2026-04-26 08:00:00,0.008882
2026-04-26 16:00:00,0.008739
2026-04-27 00:00:00,0.00826
2026-04-27 08:00:00,0.007452
2026-04-27 16:00:00,0.007941
2026-04-28 00:00:00,0.007898
2026-04-28 08:00:00,0.007968
2026-04-28 16:00:00,0.007993
2026-04-29 00:00:00,0.00783
2026-04-29 08:00:00,0.007294
2026-04-29 16:00:00,0.007106
2026-04-30 00:00:00,0.007098
2026-04-30 08:00:00,0.007114
2026-04-30 16:00:00,0.007243
2026-05-01 00:00:00,0.00719
2026-05-01 08:00:00,0.007251
2026-05-01 16:00:00,0.007235
2026-05-02 00:00:00,0.007533
2026-05-02 08:00:00,0.00762
2026-05-02 16:00:00,0.008141
2026-05-03 00:00:00,0.007679
2026-05-03 08:00:00,0.007574
2026-05-03 16:00:00,0.007504
2026-05-04 00:00:00,0.007761
2026-05-04 08:00:00,0.007993
2026-05-04 16:00:00,0.008162
2026-05-05 00:00:00,0.008025
2026-05-05 08:00:00,0.007979
2026-05-05 16:00:00,0.007965
2026-05-06 00:00:00,0.007783
2026-05-06 08:00:00,0.00756
2026-05-06 16:00:00,0.007531
2026-05-07 00:00:00,0.007513
2026-05-07 08:00:00,0.007385
2026-05-07 16:00:00,0.0075
2026-05-08 00:00:00,0.007435
2026-05-08 08:00:00,0.007701
2026-05-08 16:00:00,0.007755
2026-05-09 00:00:00,0.007896
2026-05-09 08:00:00,0.007842
2026-05-09 16:00:00,0.007947
2026-05-10 00:00:00,0.007649
2026-05-10 08:00:00,0.008426
2026-05-10 16:00:00,0.008471
2026-05-11 00:00:00,0.007901
2026-05-11 08:00:00,0.007845
2026-05-11 16:00:00,0.007855
2026-05-12 00:00:00,0.007677
2026-05-12 08:00:00,0.007531
2026-05-12 16:00:00,0.007687
2026-05-13 00:00:00,0.007836
2026-05-13 08:00:00,0.006987
2026-05-13 16:00:00,0.006871
2026-05-14 00:00:00,0.00699
2026-05-14 08:00:00,0.007225
2026-05-14 16:00:00,0.007224
2026-05-15 00:00:00,0.007262
2026-05-15 08:00:00,0.006732
2026-05-15 16:00:00,0.006864
2026-05-16 00:00:00,0.006617
2026-05-16 08:00:00,0.006629
2026-05-16 16:00:00,0.006743
2026-05-17 00:00:00,0.006983
2026-05-17 08:00:00,0.006979
2026-05-17 16:00:00,0.0063
2026-05-18 00:00:00,0.006543
2026-05-18 08:00:00,0.00657
2026-05-18 16:00:00,0.006791
2026-05-19 00:00:00,0.006729
2026-05-19 08:00:00,0.00673
2026-05-19 16:00:00,0.00673
2026-05-20 00:00:00,0.006928
2026-05-20 08:00:00,0.006936
2026-05-20 16:00:00,0.006879
2026-05-21 00:00:00,0.006787
2026-05-21 08:00:00,0.006722
2026-05-21 16:00:00,0.006741
2026-05-22 00:00:00,0.006538
2026-05-22 08:00:00,0.006475
2026-05-22 16:00:00,0.00625
2026-05-23 00:00:00,0.006224
2026-05-23 08:00:00,0.006169
2026-05-23 16:00:00,0.006309
2026-05-24 00:00:00,0.006294
2026-05-24 08:00:00,0.00611
2026-05-24 16:00:00,0.006058
2026-05-25 00:00:00,0.006398
2026-05-25 08:00:00,0.006544
2026-05-25 16:00:00,0.006373
2026-05-26 00:00:00,0.006351
2026-05-26 08:00:00,0.006195
2026-05-26 16:00:00,0.006178
2026-05-27 00:00:00,0.006126
2026-05-27 08:00:00,0.005882
2026-05-27 16:00:00,0.005676
2026-05-28 00:00:00,0.005562
2026-05-28 08:00:00,0.005462
2026-05-28 16:00:00,0.005439
2026-05-29 00:00:00,0.005492
2026-05-29 08:00:00,0.005797
2026-05-29 16:00:00,0.005984
2026-05-30 00:00:00,0.00603
2026-05-30 08:00:00,0.006327
2026-05-30 16:00:00,0.006542
2026-05-31 00:00:00,0.005968
2026-05-31 08:00:00,0.006252
2026-05-31 16:00:00,0.006341
2026-06-01 00:00:00,0.006643
2026-06-01 08:00:00,0.006968
2026-06-01 16:00:00,0.006658
2026-06-02 00:00:00,0.006779
2026-06-02 08:00:00,0.007245
2026-06-02 16:00:00,0.007139
2026-06-03 00:00:00,0.007771
2026-06-03 08:00:00,0.0092
2026-06-03 16:00:00,0.008787
2026-06-04 00:00:00,0.008901
2026-06-04 08:00:00,0.00933
2026-06-04 16:00:00,0.01127
2026-06-05 00:00:00,0.012323
2026-06-05 08:00:00,0.011417
2026-06-05 16:00:00,0.011832
2026-06-06 00:00:00,0.00917
2026-06-06 08:00:00,0.009899
2026-06-06 16:00:00,0.010355
2026-06-07 00:00:00,0.011634
2026-06-07 08:00:00,0.010244
2026-06-07 16:00:00,0.011578
