openTime,close
2026-04-20 08:00:00,417.51
2026-04-20 16:00:00,418.07
2026-04-21 00:00:00,419.97
2026-04-21 08:00:00,426.12
2026-04-21 16:00:00,426.09
2026-04-22 00:00:00,427.43
2026-04-22 08:00:00,431.9
2026-04-22 16:00:00,427.68
2026-04-23 00:00:00,427.0
2026-04-23 08:00:00,419.49
2026-04-23 16:00:00,418.96
2026-04-24 00:00:00,419.55
2026-04-24 08:00:00,420.48
2026-04-24 16:00:00,424.08
2026-04-25 00:00:00,423.62
2026-04-25 08:00:00,424.38
2026-04-25 16:00:00,424.64
2026-04-26 00:00:00,423.94
2026-04-26 08:00:00,423.88
2026-04-26 16:00:00,423.87
2026-04-27 00:00:00,424.9
2026-04-27 08:00:00,422.66
2026-04-27 16:00:00,425.97
2026-04-28 00:00:00,423.36
2026-04-28 08:00:00,428.13
2026-04-28 16:00:00,428.61
2026-04-29 00:00:00,428.62
2026-04-29 08:00:00,424.86
2026-04-29 16:00:00,426.23
2026-04-30 00:00:00,420.76
2026-04-30 08:00:00,403.2
2026-04-30 16:00:00,409.04
2026-05-01 00:00:00,409.82
2026-05-01 08:00:00,416.2
2026-05-01 16:00:00,413.52
2026-05-02 00:00:00,413.67
2026-05-02 08:00:00,413.23
2026-05-02 16:00:00,414.45
2026-05-03 00:00:00,413.99
2026-05-03 08:00:00,414.18
2026-05-03 16:00:00,414.29
2026-05-04 00:00:00,414.71
2026-05-04 08:00:00,415.36
2026-05-04 16:00:00,413.12
2026-05-05 00:00:00,416.38
2026-05-05 08:00:00,409.84
2026-05-05 16:00:00,410.04
2026-05-06 00:00:00,408.47
2026-05-06 08:00:00,415.43
2026-05-06 16:00:00,413.84
2026-05-07 00:00:00,415.23
2026-05-07 08:00:00,425.56
2026-05-07 16:00:00,421.13
2026-05-08 00:00:00,421.97
2026-05-08 08:00:00,416.31
2026-05-08 16:00:00,415.4
2026-05-09 00:00:00,415.91
2026-05-09 08:00:00,415.53
2026-05-09 16:00:00,415.8
2026-05-10 00:00:00,416.2
2026-05-10 08:00:00,415.78
2026-05-10 16:00:00,414.85
2026-05-11 00:00:00,413.75
2026-05-11 08:00:00,410.81
2026-05-11 16:00:00,411.98
2026-05-12 00:00:00,412.0
2026-05-12 08:00:00,408.89
2026-05-12 16:00:00,408.01
2026-05-13 00:00:00,408.58
2026-05-13 08:00:00,404.66
2026-05-13 16:00:00,404.57
2026-05-14 00:00:00,403.88
2026-05-14 08:00:00,409.14
2026-05-14 16:00:00,408.3
2026-05-15 00:00:00,406.53
2026-05-15 08:00:00,422.01
2026-05-15 16:00:00,419.87
2026-05-16 00:00:00,420.49
2026-05-16 08:00:00,419.77
2026-05-16 16:00:00,419.88
2026-05-17 00:00:00,419.86
2026-05-17 08:00:00,420.66
2026-05-17 16:00:00,419.54
2026-05-18 00:00:00,420.89
2026-05-18 08:00:00,418.93
2026-05-18 16:00:00,423.45
2026-05-19 00:00:00,424.66
2026-05-19 08:00:00,419.48
2026-05-19 16:00:00,417.19
2026-05-20 00:00:00,417.69
2026-05-20 08:00:00,417.61
2026-05-20 16:00:00,418.54
2026-05-21 00:00:00,418.06
2026-05-21 08:00:00,418.51
2026-05-21 16:00:00,421.11
2026-05-22 00:00:00,421.59
2026-05-22 08:00:00,420.12
2026-05-22 16:00:00,418.25
2026-05-23 00:00:00,416.8
2026-05-23 08:00:00,419.2
2026-05-23 16:00:00,422.36
2026-05-24 00:00:00,421.71
2026-05-24 08:00:00,421.54
2026-05-24 16:00:00,421.35
2026-05-25 00:00:00,422.7
2026-05-25 08:00:00,423.05
2026-05-25 16:00:00,422.3
2026-05-26 00:00:00,419.24
2026-05-26 08:00:00,415.52
2026-05-26 16:00:00,415.63
2026-05-27 00:00:00,414.75
2026-05-27 08:00:00,413.21
2026-05-27 16:00:00,414.63
2026-05-28 00:00:00,414.44
2026-05-28 08:00:00,425.4
2026-05-28 16:00:00,427.88
2026-05-29 00:00:00,429.05
2026-05-29 08:00:00,443.18
2026-05-29 16:00:00,450.48
2026-05-30 00:00:00,454.18
2026-05-30 08:00:00,457.61
2026-05-30 16:00:00,458.4
2026-05-31 00:00:00,461.71
2026-05-31 08:00:00,464.3
2026-05-31 16:00:00,461.64
2026-06-01 00:00:00,459.4
2026-06-01 08:00:00,461.04
2026-06-01 16:00:00,452.75
2026-06-02 00:00:00,455.51
2026-06-02 08:00:00,444.2
2026-06-02 16:00:00,438.64
2026-06-03 00:00:00,439.2
2026-06-03 08:00:00,427.43
2026-06-03 16:00:00,426.74
2026-06-04 00:00:00,429.42
2026-06-04 08:00:00,429.26
2026-06-04 16:00:00,427.7
2026-06-05 00:00:00,427.96
2026-06-05 08:00:00,421.0
2026-06-05 16:00:00,412.37
2026-06-06 00:00:00,409.26
2026-06-06 08:00:00,413.8
2026-06-06 16:00:00,416.85
2026-06-07 00:00:00,418.62
2026-06-07 08:00:00,415.45
2026-06-07 16:00:00,416.05
2026-06-08 00:00:00,415.63
2026-06-08 08:00:00,410.64
2026-06-08 16:00:00,411.56
2026-06-09 00:00:00,411.42
2026-06-09 08:00:00,402.04
2026-06-09 16:00:00,403.5
2026-06-10 00:00:00,401.73
2026-06-10 08:00:00,403.12
2026-06-10 16:00:00,396.47
2026-06-11 00:00:00,397.94
2026-06-11 08:00:00,386.82
2026-06-11 16:00:00,393.15
2026-06-12 00:00:00,392.37
2026-06-12 08:00:00,387.35
2026-06-12 16:00:00,390.87
2026-06-13 00:00:00,391.19
2026-06-13 08:00:00,391.03
2026-06-13 16:00:00,391.19
2026-06-14 00:00:00,391.78
2026-06-14 08:00:00,392.42
2026-06-14 16:00:00,396.8
2026-06-15 00:00:00,399.09
2026-06-15 08:00:00,401.13
2026-06-15 16:00:00,399.6
2026-06-16 00:00:00,400.83
