trade_date,A0,A1,A2,A3,A4,B1,B2,BENCH
20240424,0.904446,0.904446,0.851684,0.853970,0.867624,1.554229,1.489524,0.972877
20240425,0.911237,0.911237,0.852397,0.854310,0.869930,1.539740,1.469962,0.976436
20240426,0.926963,0.926963,0.865028,0.866073,0.888037,1.550427,1.471617,0.990301
20240429,0.953543,0.953543,0.884977,0.881035,0.914670,1.530481,1.464559,1.017248
20240430,0.956524,0.956524,0.880426,0.876317,0.914193,1.579731,1.504946,1.011371
20240506,0.973127,0.973127,0.890187,0.885885,0.923072,1.513309,1.452608,1.032829
20240507,0.983934,0.983934,0.896455,0.891010,0.934206,1.492175,1.424778,1.039025
20240508,0.967736,0.967736,0.882007,0.877308,0.916506,1.479441,1.409384,1.025917
20240509,0.982170,0.982170,0.894879,0.889577,0.929774,1.485783,1.413589,1.039608
20240510,0.972669,0.972669,0.887689,0.882763,0.922874,1.516280,1.449012,1.028192
20240513,0.953002,0.953002,0.871934,0.868544,0.905718,1.525253,1.456862,1.011759
20240514,0.954360,0.954360,0.872725,0.869017,0.907198,1.520927,1.460670,1.019752
20240515,0.946893,0.946893,0.865019,0.861856,0.901681,1.499980,1.444059,1.012436
20240516,0.951997,0.951997,0.868596,0.864620,0.907107,1.480726,1.425799,1.016981
20240517,0.967928,0.967928,0.883668,0.878779,0.923100,1.472386,1.410383,1.030209
20240520,0.972872,0.972872,0.889439,0.884542,0.928175,1.467654,1.402879,1.033462
20240521,0.958067,0.958067,0.877717,0.873701,0.915190,1.479077,1.410910,1.023114
20240522,0.965273,0.965273,0.879148,0.875013,0.915848,1.485549,1.410694,1.028529
20240523,0.945436,0.945436,0.860498,0.857214,0.895882,1.494696,1.427091,1.009902
20240524,0.936675,0.936675,0.857272,0.854093,0.889126,1.523353,1.453583,0.999656
20240527,0.935516,0.935516,0.858141,0.854836,0.888862,1.511923,1.438955,1.005353
20240528,0.932679,0.932679,0.854664,0.851258,0.890773,1.551148,1.479912,0.995570
20240529,0.936702,0.936702,0.856839,0.852899,0.894831,1.542625,1.477170,0.997586
20240530,0.935294,0.935294,0.853205,0.849929,0.891964,1.569278,1.505025,0.991259
20240531,0.944893,0.944893,0.858161,0.854140,0.898807,1.571932,1.505622,0.997755
20240603,0.913320,0.913320,0.827376,0.824764,0.866296,1.517601,1.460998,0.979092
20240604,0.898358,0.898358,0.815856,0.813619,0.854208,1.504650,1.444473,0.972247
20240605,0.878522,0.878522,0.797654,0.795994,0.834489,1.531639,1.466201,0.955222
20240606,0.839033,0.839033,0.761570,0.761391,0.797819,1.530367,1.449141,0.920809
20240607,0.865252,0.865252,0.785767,0.784373,0.825527,1.574038,1.485787,0.937939
20240611,0.868518,0.868518,0.785348,0.784232,0.827731,1.550985,1.458621,0.944034
20240612,0.884914,0.884914,0.799258,0.797126,0.840514,1.529138,1.439952,0.956353
20240613,0.888878,0.888878,0.793962,0.792087,0.843012,1.540387,1.440096,0.953148
20240614,0.891365,0.891365,0.797445,0.795043,0.850710,1.550234,1.439944,0.953963
20240617,0.885949,0.885949,0.789239,0.787531,0.846980,1.549113,1.440494,0.949349
20240618,0.893904,0.893904,0.795317,0.793825,0.844647,1.516236,1.411920,0.961268
20240619,0.896581,0.896581,0.793545,0.791255,0.845599,1.521820,1.407470,0.956951
20240620,0.894477,0.894477,0.785305,0.783092,0.839850,1.586161,1.452634,0.939211
20240621,0.893414,0.893414,0.783301,0.781136,0.833855,1.597529,1.452767,0.938704
20240624,0.849831,0.849831,0.750167,0.748882,0.797575,1.582892,1.442496,0.904580
20240625,0.851715,0.851715,0.754462,0.753990,0.804800,1.600846,1.457974,0.904773
20240626,0.878565,0.878565,0.779246,0.778463,0.828031,1.621768,1.481193,0.929910
20240627,0.864462,0.864462,0.765767,0.765277,0.816138,1.636355,1.501148,0.912868
20240628,0.866347,0.866347,0.767784,0.767601,0.816537,1.596757,1.466218,0.917086
20240701,0.868494,0.868494,0.770283,0.770409,0.821899,1.584647,1.464688,0.924478
20240702,0.874593,0.874593,0.774520,0.773378,0.826863,1.612764,1.475460,0.924610
20240703,0.868212,0.868212,0.769565,0.768224,0.821247,1.648959,1.510313,0.916940
20240704,0.839959,0.839959,0.745038,0.745139,0.794193,1.659118,1.514030,0.893395
20240705,0.852871,0.852871,0.755848,0.755436,0.804440,1.708096,1.549872,0.902933
20240708,0.829093,0.829093,0.732418,0.733008,0.778072,1.700882,1.542962,0.878649
20240709,0.838927,0.838927,0.739770,0.741195,0.787248,1.652112,1.503151,0.894203
20240710,0.831826,0.831826,0.733527,0.735836,0.780806,1.653201,1.484484,0.887964
20240711,0.864561,0.864561,0.761479,0.763247,0.812383,1.669099,1.504128,0.915121
20240712,0.861741,0.861741,0.759002,0.760792,0.810010,1.692780,1.513168,0.913061
20240715,0.844603,0.844603,0.744108,0.746905,0.792023,1.688871,1.500372,0.899919
20240716,0.843398,0.843398,0.744738,0.747041,0.792716,1.695624,1.509756,0.903483
20240717,0.832411,0.832411,0.736702,0.738845,0.781682,1.739333,1.551630,0.898352
20240718,0.826708,0.826708,0.732372,0.736182,0.775925,1.713542,1.522656,0.896305
20240719,0.831833,0.831833,0.736200,0.739213,0.780875,1.685570,1.515679,0.901417
20240722,0.837145,0.837145,0.742318,0.743255,0.784829,1.658066,1.492862,0.905421
20240723,0.826715,0.826715,0.733340,0.732228,0.774080,1.655639,1.475522,0.887361
20240724,0.809356,0.809356,0.720795,0.721206,0.761880,1.677733,1.497366,0.873410
20240725,0.814624,0.814624,0.724721,0.724352,0.766600,1.688539,1.510477,0.878284
20240726,0.829177,0.829177,0.738104,0.737137,0.780537,1.706999,1.515192,0.892442
20240729,0.830669,0.830669,0.743652,0.741143,0.784663,1.666464,1.478128,0.893193
20240730,0.835678,0.835678,0.750379,0.747149,0.791094,1.660903,1.474346,0.898411
20240731,0.861331,0.861331,0.774274,0.770610,0.816000,1.673893,1.497628,0.928217
20240801,0.857988,0.857988,0.771989,0.767561,0.814591,1.653825,1.468214,0.928805
20240802,0.846168,0.846168,0.763760,0.761168,0.806305,1.703855,1.499410,0.916743
20240805,0.823705,0.823705,0.743445,0.741360,0.785031,1.728660,1.535778,0.893873
20240806,0.835765,0.835765,0.755452,0.753169,0.796663,1.737030,1.555243,0.910891
20240807,0.838174,0.838174,0.758736,0.757286,0.799350,1.754529,1.576891,0.911155
20240808,0.838565,0.838565,0.757918,0.755653,0.804177,1.791181,1.613177,0.909255
20240809,0.839855,0.839855,0.758389,0.756585,0.807798,1.806916,1.616849,0.902833
20240812,0.837261,0.837261,0.756642,0.754047,0.809635,1.834434,1.640820,0.896762
20240813,0.846523,0.846523,0.763609,0.760102,0.820691,1.818717,1.623825,0.902801
20240814,0.842257,0.842257,0.758760,0.755178,0.814563,1.779594,1.596910,0.898266
20240815,0.842330,0.842330,0.759440,0.756238,0.811700,1.757086,1.579262,0.905616
20240816,0.836829,0.836829,0.755230,0.752290,0.806287,1.791472,1.605637,0.902201
20240819,0.832910,0.832910,0.754814,0.752030,0.801214,1.810511,1.624783,0.898376
20240820,0.819283,0.819283,0.744526,0.741368,0.791200,1.828217,1.641424,0.884095
20240821,0.819081,0.819081,0.743955,0.740581,0.792653,1.809491,1.610920,0.881915
20240822,0.808984,0.808984,0.736985,0.733706,0.786709,1.826777,1.621343,0.868524
20240823,0.803239,0.803239,0.736763,0.731494,0.790408,1.860834,1.662086,0.864708
20240826,0.815535,0.815535,0.744213,0.739227,0.799995,1.878568,1.678077,0.874091
20240827,0.810155,0.810155,0.736193,0.732049,0.794610,1.895085,1.696082,0.862314
20240828,0.812449,0.812449,0.737391,0.733552,0.794613,1.895549,1.704374,0.866674
20240829,0.824249,0.824249,0.750437,0.745821,0.806861,1.903001,1.703135,0.879013
20240830,0.839059,0.839059,0.760294,0.754676,0.820115,1.874591,1.670495,0.896103
20240902,0.818560,0.818560,0.740348,0.736282,0.797651,1.854082,1.651295,0.881324
20240903,0.828332,0.828332,0.747972,0.743570,0.806012,1.882928,1.678984,0.889809
20240904,0.821388,0.821388,0.742490,0.738206,0.796520,1.927503,1.718970,0.884219
20240905,0.829749,0.829749,0.751691,0.747159,0.807144,1.937266,1.732487,0.891999
20240906,0.811588,0.811588,0.734392,0.731071,0.789531,1.930743,1.731592,0.875954
20240909,0.809014,0.809014,0.733103,0.729980,0.788329,1.928323,1.729990,0.873645
20240910,0.814568,0.814568,0.739089,0.735322,0.796830,1.947351,1.754587,0.878179
20240911,0.811323,0.811323,0.735371,0.731484,0.792512,1.968048,1.770952,0.874335
20240912,0.809998,0.809998,0.734740,0.731175,0.794514,1.971734,1.773339,0.871946
20240913,0.795101,0.795101,0.726205,0.723343,0.783904,1.980101,1.784332,0.861998
20240918,0.788460,0.788460,0.722474,0.720810,0.778827,2.005888,1.808973,0.855937
20240919,0.807208,0.807208,0.737584,0.735596,0.795563,1.991580,1.791538,0.874824
20240920,0.803089,0.803089,0.734498,0.733191,0.793509,1.970170,1.770600,0.871992
20240923,0.808361,0.808361,0.737602,0.736289,0.794424,1.964445,1.759730,0.873273
20240924,0.835036,0.835036,0.764647,0.762653,0.821777,1.985842,1.780751,0.903722
20240925,0.845738,0.845738,0.773254,0.771491,0.830319,1.974346,1.780752,0.914827
20240926,0.875304,0.875304,0.800273,0.797713,0.861024,2.008631,1.803152,0.946299
20240927,0.922083,0.922083,0.840109,0.835531,0.903259,2.008522,1.787780,0.994931
20240930,1.031994,1.031994,0.937830,0.929512,1.006085,1.960978,1.741479,1.112746
20241008,1.135008,1.135008,1.025108,1.013252,1.094706,1.864814,1.647661,1.212033
20241009,1.048950,1.048950,0.945581,0.936252,1.008791,1.870485,1.639777,1.100453
20241010,1.049138,1.049138,0.948875,0.939874,1.011286,1.924559,1.703729,1.101026
20241011,1.022009,1.022009,0.920453,0.912416,0.978450,1.938841,1.717956,1.061172
20241014,1.040050,1.040050,0.936809,0.928345,0.998588,1.859582,1.640356,1.096022
20241015,1.029820,1.029820,0.926879,0.918486,0.990607,1.848942,1.628982,1.079239
20241016,1.035085,1.035085,0.931359,0.923560,0.990884,1.854177,1.622984,1.086821
20241017,1.030747,1.030747,0.928977,0.918981,0.995840,1.870013,1.633335,1.085904
20241018,1.054409,1.054409,0.952527,0.940881,1.025780,1.827222,1.602866,1.124496
20241021,1.072217,1.072217,0.971600,0.957955,1.046335,1.786417,1.568091,1.151771
20241022,1.083695,1.083695,0.983342,0.969759,1.057911,1.828454,1.601915,1.160489
20241023,1.095029,1.095029,0.987981,0.974319,1.066946,1.847138,1.620649,1.166977
20241024,1.098771,1.098771,0.987106,0.974781,1.061859,1.881299,1.643758,1.169274
20241025,1.122027,1.122027,1.009042,0.995640,1.088805,1.879112,1.642379,1.194907
20241028,1.147515,1.147515,1.028093,1.015168,1.101334,1.843635,1.600620,1.226058
20241029,1.124029,1.124029,1.009913,0.998410,1.083450,1.856281,1.610854,1.208851
20241030,1.125441,1.125441,1.011938,0.999435,1.080657,1.850754,1.606831,1.210908
20241031,1.137361,1.137361,1.026131,1.012939,1.097194,1.830766,1.575846,1.227920
20241101,1.101942,1.101942,0.996103,0.984358,1.061879,1.939941,1.665648,1.188240
20241104,1.128131,1.128131,1.020804,1.007444,1.087662,1.942362,1.668791,1.215685
20241105,1.153561,1.153561,1.042432,1.026942,1.114730,1.895395,1.632319,1.256129
20241106,1.157406,1.157406,1.043593,1.027713,1.117923,1.890532,1.625493,1.268254
20241107,1.182292,1.182292,1.065164,1.049077,1.142853,1.897314,1.628341,1.301561
20241108,1.183060,1.183060,1.064150,1.046980,1.152171,1.892362,1.630894,1.302994
20241111,1.213754,1.213754,1.089692,1.069241,1.186678,1.916611,1.660864,1.332199
20241112,1.206751,1.206751,1.083480,1.063671,1.182763,1.946650,1.682554,1.319381
20241113,1.216577,1.216577,1.091562,1.072215,1.191529,1.962012,1.698253,1.322711
20241114,1.190841,1.190841,1.065931,1.048855,1.160127,1.976597,1.717209,1.285137
20241115,1.179550,1.179550,1.054500,1.037120,1.154051,2.049580,1.790661,1.262104
20241118,1.165515,1.165515,1.044459,1.028567,1.139928,2.115605,1.843062,1.234182
20241119,1.179744,1.179744,1.057875,1.042035,1.151152,2.066491,1.798844,1.262880
20241120,1.202661,1.202661,1.078897,1.062101,1.179071,2.091320,1.819100,1.292803
20241121,1.207505,1.207505,1.083651,1.066627,1.184621,2.084680,1.821855,1.299479
20241122,1.178926,1.178926,1.057459,1.040122,1.170199,2.122828,1.860668,1.253868
20241125,1.199840,1.199840,1.075187,1.058055,1.198326,2.170720,1.890332,1.270578
20241126,1.187622,1.187622,1.066999,1.050738,1.177025,2.200516,1.910494,1.261891
20241127,1.195963,1.195963,1.078314,1.061260,1.177388,2.157114,1.872876,1.283373
20241128,1.199187,1.199187,1.078785,1.062020,1.171454,2.149283,1.853501,1.286756
20241129,1.213650,1.213650,1.092417,1.074966,1.188847,2.127079,1.834410,1.308894
20241202,1.220955,1.220955,1.097044,1.078831,1.187556,2.051235,1.775821,1.338291
20241203,1.222435,1.222435,1.100406,1.082494,1.190267,2.026882,1.751008,1.341331
20241204,1.204407,1.204407,1.087815,1.069277,1.176320,2.025171,1.748241,1.322691
20241205,1.225647,1.225647,1.107998,1.086086,1.198176,2.047683,1.762056,1.340908
20241206,1.240469,1.240469,1.116736,1.094897,1.213813,2.090743,1.793670,1.353069
20241209,1.237221,1.237221,1.115678,1.095599,1.204818,2.075900,1.784843,1.347290
20241210,1.248933,1.248933,1.123578,1.102099,1.215182,2.053349,1.763256,1.357537
20241211,1.265774,1.265774,1.141304,1.119084,1.236922,2.081241,1.787216,1.374582
20241212,1.276949,1.276949,1.154587,1.134542,1.249648,2.063712,1.779371,1.389744
20241213,1.257003,1.257003,1.143421,1.125340,1.236093,2.060172,1.791039,1.366660
20241216,1.250077,1.250077,1.135081,1.118080,1.223652,2.097625,1.821266,1.357767
20241217,1.211122,1.211122,1.106553,1.091623,1.195205,2.141528,1.873747,1.309979
20241218,1.218653,1.218653,1.114055,1.098944,1.208835,2.137019,1.872708,1.316619
20241219,1.215830,1.215830,1.114480,1.096330,1.210300,2.158505,1.898091,1.318608
20241220,1.229692,1.229692,1.122764,1.102631,1.225290,2.140392,1.879021,1.333439
20241223,1.185989,1.185989,1.091097,1.072366,1.190011,2.173677,1.917254,1.279602
20241224,1.199181,1.199181,1.105819,1.086600,1.204177,2.186409,1.935045,1.292132
20241225,1.174416,1.174416,1.090038,1.072618,1.183904,2.218961,1.972301,1.265841
20241226,1.195872,1.195872,1.110533,1.091274,1.206589,2.251068,2.004865,1.282422
20241227,1.207149,1.207149,1.121367,1.102735,1.221906,2.265040,2.021933,1.290902
20241230,1.196774,1.196774,1.110454,1.091937,1.215032,2.266518,2.035637,1.276914
20241231,1.174324,1.174324,1.086306,1.069714,1.191912,2.299858,2.055810,1.247200
20250102,1.153039,1.153039,1.066288,1.046138,1.165343,2.205807,1.973911,1.225891
20250103,1.111473,1.111473,1.030690,1.015606,1.128358,2.283641,2.039273,1.184592
20250106,1.106995,1.106995,1.027761,1.014554,1.120007,2.341155,2.101526,1.178714
20250107,1.129024,1.129024,1.045566,1.029340,1.135271,2.237293,2.008463,1.204819
20250108,1.120491,1.120491,1.038518,1.021966,1.125882,2.137807,1.939574,1.204565
20250109,1.117678,1.117678,1.034984,1.017432,1.119960,2.121286,1.917032,1.209368
20250110,1.083858,1.083858,1.004541,0.989382,1.089040,2.117559,1.907190,1.177142
20250113,1.092129,1.092129,1.007736,0.992744,1.093568,2.166260,1.941942,1.178161
20250114,1.141725,1.141725,1.050993,1.033300,1.138435,2.086931,1.867407,1.235162
20250115,1.141349,1.141349,1.051785,1.033062,1.141293,2.088286,1.861861,1.231395
20250116,1.149744,1.149744,1.062413,1.043566,1.152647,2.123366,1.890098,1.239430
20250117,1.150841,1.150841,1.062105,1.045563,1.151592,2.131157,1.893142,1.240226
20250120,1.163046,1.163046,1.074803,1.056830,1.160982,2.088250,1.852066,1.251319
20250121,1.158636,1.158636,1.071770,1.053224,1.157187,2.023210,1.796781,1.249840
20250122,1.153607,1.153607,1.063111,1.045422,1.149456,2.063391,1.831401,1.236912
20250123,1.157772,1.157772,1.065190,1.047100,1.155178,2.112049,1.874341,1.235736
20250124,1.174601,1.174601,1.078750,1.059854,1.174898,2.072840,1.841848,1.249980
20250127,1.164627,1.164627,1.067699,1.048271,1.158067,2.169141,1.917462,1.237378
20250205,1.171340,1.171340,1.071803,1.049518,1.165447,2.220448,1.963045,1.249618
20250206,1.199503,1.199503,1.096926,1.071437,1.193732,2.184283,1.927501,1.279936
20250207,1.215887,1.215887,1.110704,1.083750,1.210336,2.187318,1.921362,1.298755
20250210,1.238739,1.238739,1.132229,1.102655,1.235251,2.194136,1.933787,1.323163
20250211,1.237461,1.237461,1.130747,1.100840,1.237524,2.201406,1.944109,1.321064
20250212,1.251347,1.251347,1.144160,1.112162,1.253418,2.189940,1.920042,1.335071
20250213,1.239186,1.239186,1.132441,1.102410,1.239548,2.203927,1.930063,1.321131
20250214,1.250656,1.250656,1.141770,1.109474,1.249468,2.246510,1.971919,1.324966
20250217,1.257876,1.257876,1.146770,1.112936,1.257207,2.172920,1.911326,1.342027
20250218,1.227922,1.227922,1.119674,1.088141,1.226250,2.200166,1.929959,1.310194
20250219,1.244471,1.244471,1.134889,1.102436,1.239166,2.105698,1.841751,1.339403
20250220,1.253156,1.253156,1.145336,1.111480,1.246672,2.068474,1.808497,1.352734
20250221,1.263617,1.263617,1.153286,1.118069,1.257614,2.043410,1.790774,1.365422
20250224,1.261455,1.261455,1.151368,1.117606,1.253117,2.037838,1.782238,1.369637
20250225,1.255891,1.255891,1.145283,1.111197,1.244123,2.025669,1.767313,1.363909
20250226,1.274904,1.274904,1.159668,1.125660,1.257797,2.020108,1.763854,1.383839
20250227,1.270514,1.270514,1.156483,1.123498,1.259259,2.017482,1.766652,1.383798
20250228,1.231402,1.231402,1.122344,1.092452,1.219535,2.061735,1.806995,1.341526
20250303,1.234782,1.234782,1.125806,1.095070,1.222359,2.097246,1.839996,1.350610
20250304,1.248211,1.248211,1.136371,1.105063,1.234301,2.096263,1.828071,1.370364
20250305,1.243697,1.243697,1.133251,1.101083,1.230648,2.059627,1.786740,1.375056
20250306,1.260549,1.260549,1.147063,1.113202,1.246787,2.020167,1.742230,1.397127
20250307,1.260256,1.260256,1.145205,1.111370,1.241321,2.066250,1.769046,1.391536
20250310,1.270422,1.270422,1.154222,1.119603,1.251918,2.061525,1.775175,1.400763
20250311,1.279027,1.279027,1.161812,1.126988,1.257484,2.061377,1.774643,1.407985
20250312,1.285788,1.285788,1.167411,1.132221,1.264962,2.066573,1.770920,1.414581
20250313,1.278798,1.278798,1.160435,1.125998,1.254338,2.134118,1.815517,1.399937
20250314,1.294191,1.294191,1.173848,1.139810,1.270263,2.141950,1.836629,1.424988
20250317,1.300864,1.300864,1.181042,1.146770,1.278808,2.146480,1.838526,1.434412
20250318,1.311998,1.311998,1.190650,1.154932,1.291678,2.151720,1.842956,1.443168
20250319,1.314978,1.314978,1.187415,1.151857,1.288088,2.178949,1.864716,1.432115
20250320,1.314334,1.314334,1.190104,1.154512,1.288515,2.201193,1.878391,1.429727
20250321,1.303056,1.303056,1.186426,1.151731,1.280970,2.246143,1.927963,1.405800
20250324,1.296670,1.296670,1.183086,1.150759,1.270573,2.262295,1.960578,1.386332
20250325,1.299964,1.299964,1.185144,1.154164,1.268477,2.335009,2.036842,1.384243
20250326,1.317025,1.317025,1.202087,1.170544,1.280754,2.322074,2.019472,1.396557
20250327,1.307782,1.307782,1.192708,1.160676,1.275647,2.337800,2.038176,1.391660
20250328,1.291046,1.291046,1.175712,1.144514,1.260231,2.366973,2.052581,1.371764
20250331,1.271993,1.271993,1.158211,1.127289,1.242678,2.336733,2.008432,1.355622
20250401,1.282701,1.282701,1.162655,1.132252,1.248343,2.322820,1.990545,1.371221
20250402,1.284106,1.284106,1.164386,1.133008,1.249568,2.304809,1.975079,1.374721
20250403,1.274296,1.274296,1.154213,1.124429,1.236829,2.332097,1.998040,1.367035
20250407,1.100413,1.100413,1.015493,0.995105,1.080696,2.349371,2.021112,1.201290
20250408,1.114904,1.114904,1.012981,0.992864,1.086001,2.341368,2.004773,1.211818
20250409,1.150143,1.150143,1.040946,1.017586,1.119807,2.337222,1.986195,1.246685
20250410,1.181575,1.181575,1.066929,1.041207,1.147685,2.308169,1.962368,1.282229
20250411,1.198167,1.198167,1.082898,1.056106,1.161129,2.307074,1.984355,1.293682
20250414,1.216759,1.216759,1.098834,1.071964,1.174022,2.299433,1.983977,1.317971
20250415,1.217586,1.217586,1.097677,1.070798,1.175436,2.288334,1.985238,1.318976
20250416,1.203631,1.203631,1.085932,1.060207,1.163464,2.343652,2.028272,1.300752
20250417,1.214667,1.214667,1.093753,1.067277,1.172465,2.362701,2.058388,1.309855
20250418,1.214538,1.214538,1.097642,1.070972,1.174325,2.375112,2.054721,1.308250
20250421,1.230407,1.230407,1.111069,1.082857,1.187475,2.325864,2.009784,1.331205
20250422,1.242460,1.242460,1.119732,1.090866,1.196424,2.405162,2.073359,1.332581
20250423,1.251852,1.251852,1.128460,1.097688,1.208811,2.361751,2.032715,1.341296
20250424,1.253820,1.253820,1.127469,1.097779,1.207778,2.415561,2.083736,1.329378
20250425,1.254789,1.254789,1.130210,1.103554,1.207458,2.416497,2.082099,1.332026
20250428,1.241960,1.241960,1.123808,1.102143,1.191805,2.406326,2.085593,1.313046
20250429,1.260277,1.260277,1.137577,1.111301,1.206737,2.403003,2.082855,1.323848
20250430,1.275391,1.275391,1.149100,1.121237,1.216388,2.378948,2.059669,1.337103
20250506,1.291540,1.291540,1.164981,1.134678,1.227400,2.295653,1.991275,1.374783
20250507,1.301015,1.301015,1.172619,1.141917,1.237178,2.271685,1.980332,1.385243
20250508,1.314937,1.314937,1.184291,1.152474,1.249478,2.299048,2.005572,1.400082
20250509,1.305755,1.305755,1.176745,1.145964,1.243857,2.353001,2.060407,1.386094
20250512,1.315979,1.315979,1.186334,1.154929,1.251830,2.334999,2.055780,1.405543
20250513,1.313629,1.313629,1.185222,1.154573,1.250833,2.305178,2.030389,1.403693
20250514,1.314044,1.314044,1.185364,1.155207,1.251301,2.264718,1.996921,1.406800
20250515,1.312624,1.312624,1.184019,1.153879,1.255878,2.281271,2.020757,1.395741
20250516,1.313907,1.313907,1.183857,1.153810,1.252641,2.229703,1.975216,1.403252
20250519,1.326541,1.326541,1.194158,1.163279,1.267661,2.250022,1.984105,1.416906
20250520,1.337349,1.337349,1.204649,1.173472,1.279905,2.239738,1.966738,1.432224
20250521,1.331256,1.331256,1.197357,1.166835,1.274787,2.237429,1.960453,1.425719
20250522,1.313800,1.313800,1.182751,1.152922,1.257828,2.237363,1.954862,1.406816
20250523,1.301984,1.301984,1.171318,1.142244,1.243756,2.192350,1.933284,1.392367
20250526,1.308676,1.308676,1.179455,1.149968,1.252269,2.198553,1.913726,1.406425
20250527,1.319086,1.319086,1.188873,1.159404,1.264516,2.204155,1.906608,1.409666
20250528,1.318209,1.318209,1.192549,1.163067,1.270552,2.250436,1.939234,1.405043
20250529,1.333437,1.333437,1.207511,1.176733,1.276235,2.254891,1.932579,1.429735
20250530,1.321809,1.321809,1.204943,1.174316,1.268549,2.248145,1.950595,1.411274
20250603,1.325069,1.325069,1.212986,1.180982,1.275979,2.171053,1.877777,1.423171
20250604,1.335480,1.335480,1.221602,1.189124,1.284579,2.165768,1.877305,1.438005
20250605,1.336618,1.336618,1.219721,1.186432,1.281974,2.204718,1.901332,1.442855
20250606,1.345348,1.345348,1.224065,1.190049,1.286660,2.219210,1.904461,1.444454
20250609,1.360679,1.360679,1.235209,1.200588,1.298024,2.153397,1.839716,1.463038
20250610,1.350437,1.350437,1.225595,1.191575,1.288490,2.139756,1.827058,1.452928
20250611,1.362331,1.362331,1.236174,1.202051,1.304287,2.166150,1.854599,1.462738
20250612,1.366977,1.366977,1.234810,1.200936,1.302539,2.164716,1.847749,1.467394
20250613,1.351630,1.351630,1.216523,1.184492,1.282101,2.164592,1.843620,1.441919
20250616,1.372960,1.372960,1.224268,1.191298,1.290418,2.179641,1.833159,1.454566
20250617,1.369619,1.369619,1.225563,1.190983,1.292551,2.202469,1.850553,1.452939
20250618,1.360784,1.360784,1.218030,1.183775,1.285938,2.195742,1.847039,1.448149
20250619,1.341830,1.341830,1.199305,1.166299,1.264981,2.261450,1.903187,1.422772
20250620,1.331427,1.331427,1.200223,1.167208,1.261675,2.286451,1.944700,1.413805
20250623,1.354354,1.354354,1.214277,1.179333,1.276795,2.264859,1.912374,1.436711
20250624,1.382707,1.382707,1.228882,1.193252,1.298646,2.312739,1.937144,1.465147
20250625,1.388240,1.388240,1.233485,1.197930,1.304184,2.334085,1.956691,1.479324
20250626,1.382632,1.382632,1.227354,1.192012,1.294319,2.338859,1.956316,1.477751
20250627,1.387749,1.387749,1.232169,1.197193,1.301050,2.344939,1.958746,1.485536
20250630,1.403702,1.403702,1.246600,1.210670,1.321499,2.313121,1.922474,1.504917
20250701,1.401592,1.401592,1.244239,1.207848,1.315953,2.306500,1.930354,1.511222
20250702,1.399394,1.399394,1.242950,1.207283,1.316296,2.378452,1.981680,1.504502
20250703,1.406069,1.406069,1.247542,1.211063,1.319898,2.345715,1.976903,1.513257
20250704,1.398057,1.398057,1.239264,1.203728,1.311615,2.340662,1.977793,1.500081
20250707,1.408139,1.408139,1.245278,1.209159,1.315058,2.335432,1.965359,1.509023
20250708,1.418874,1.418874,1.253375,1.216415,1.323529,2.329408,1.964343,1.527289
20250709,1.422724,1.422724,1.254244,1.217296,1.324783,2.349384,1.981118,1.524739
20250710,1.427014,1.427014,1.265929,1.228036,1.334819,2.431477,2.047541,1.529246
20250711,1.431768,1.431768,1.275894,1.236865,1.340500,2.412146,2.024600,1.535693
20250714,1.438424,1.438424,1.278658,1.239021,1.341270,2.442041,2.045043,1.543787
20250715,1.424571,1.424571,1.267251,1.227892,1.324211,2.469396,2.068201,1.531703
20250716,1.431928,1.431928,1.273276,1.233115,1.332190,2.496644,2.078111,1.540546
20250717,1.437377,1.437377,1.280318,1.238731,1.337496,2.464920,2.055868,1.554240
20250718,1.463155,1.463155,1.290168,1.247651,1.347576,2.489212,2.060822,1.557699
20250721,1.479638,1.479638,1.307468,1.265007,1.364824,2.505537,2.070159,1.578553
20250722,1.483746,1.483746,1.314103,1.273434,1.376266,2.528161,2.087316,1.584778
20250723,1.473457,1.473457,1.303896,1.262836,1.365343,2.572275,2.121913,1.575615
20250724,1.487429,1.487429,1.317125,1.276785,1.378780,2.563112,2.109724,1.595333
20250725,1.490237,1.490237,1.314899,1.273711,1.379681,2.609651,2.140479,1.598047
20250728,1.492821,1.492821,1.317127,1.272795,1.377817,2.555159,2.094300,1.605543
20250729,1.494616,1.494616,1.319967,1.274862,1.379921,2.536140,2.088194,1.609468
20250730,1.490153,1.490153,1.316665,1.273254,1.379062,2.583465,2.131816,1.602825
20250731,1.477391,1.477391,1.303296,1.257349,1.360194,2.548644,2.102054,1.587250
20250801,1.483324,1.483324,1.308910,1.261145,1.364643,2.589017,2.120539,1.594861
20250804,1.496624,1.496624,1.319416,1.271229,1.377917,2.551892,2.097579,1.613267
20250805,1.509180,1.509180,1.328394,1.278959,1.381918,2.513516,2.076373,1.627268
20250806,1.523349,1.523349,1.341411,1.290885,1.387062,2.430483,2.008256,1.641248
20250807,1.521810,1.521810,1.339599,1.290287,1.385439,2.412910,1.988068,1.642170
20250808,1.528338,1.528338,1.342554,1.292306,1.388907,2.427437,2.000977,1.642903
20250811,1.544701,1.544701,1.357486,1.304355,1.401195,2.379114,1.952527,1.666163
20250812,1.546316,1.546316,1.360501,1.307738,1.402031,2.390151,1.959651,1.667348
