trade_date,nav,daily_ret,nav_long,nav_short,long_ret,short_ret
20230314,1.156239,0.022286,1.113790,1.060109,-0.005939,0.028225
20230315,1.169113,0.011135,1.114276,1.071451,0.000437,0.010698
20230316,1.156400,-0.010874,1.100287,1.073251,-0.012555,0.001681
20230317,1.150401,-0.005188,1.119004,1.049426,0.017012,-0.022199
20230320,1.144514,-0.005117,1.108246,1.054145,-0.009614,0.004497
20230321,1.140286,-0.003694,1.126124,1.033246,0.016131,-0.019825
20230322,1.131700,-0.007530,1.136704,1.015758,0.009395,-0.016925
20230323,1.119541,-0.010745,1.140175,1.001743,0.003054,-0.013798
20230324,1.094462,-0.022401,1.144163,0.975799,0.003498,-0.025898
20230327,1.071201,-0.021253,1.149030,0.950909,0.004254,-0.025507
20230328,1.092037,0.019451,1.139969,0.976905,-0.007886,0.027337
20230329,1.081726,-0.009443,1.133360,0.973344,-0.005797,-0.003645
20230330,1.085901,0.003860,1.118601,0.989776,-0.013022,0.016883
20230331,1.067364,-0.017071,1.137510,0.956149,0.016904,-0.033975
20230403,1.025113,-0.039584,1.161051,0.907127,0.020695,-0.051270
20230404,1.037601,0.012182,1.159720,0.919217,-0.001146,0.013328
20230406,1.061445,0.022980,1.157535,0.942073,-0.001884,0.024864
20230407,1.060401,-0.000984,1.175391,0.926614,0.015425,-0.016409
20230410,1.097255,0.034755,1.146076,0.981929,-0.024940,0.059696
20230411,1.079184,-0.016469,1.156947,0.956442,0.009486,-0.025955
20230412,1.078198,-0.000914,1.180619,0.935999,0.020461,-0.021374
20230413,1.076492,-0.001582,1.168679,0.943985,-0.010114,0.008532
20230414,1.088986,0.011606,1.169683,0.954129,0.000860,0.010746
20230417,1.079297,-0.008897,1.148083,0.963260,-0.018467,0.009570
20230418,1.063712,-0.014440,1.139462,0.956583,-0.007508,-0.006932
20230419,1.045948,-0.016700,1.142807,0.937800,0.002935,-0.019635
20230420,1.011718,-0.032726,1.147195,0.903509,0.003840,-0.036566
20230421,1.019321,0.007515,1.103270,0.944894,-0.038289,0.045805
20230424,1.028445,0.008951,1.111411,0.946379,0.007379,0.001572
20230425,1.021495,-0.006758,1.087495,0.960348,-0.021518,0.014760
20230426,1.044645,0.022663,1.091481,0.978592,0.003665,0.018997
20230427,1.073504,0.027626,1.082207,1.013941,-0.008497,0.036123
20230428,1.038431,-0.032672,1.118612,0.946705,0.033640,-0.066312
20230504,1.030017,-0.008102,1.130967,0.936017,0.011045,-0.011290
20230505,1.055515,0.024755,1.123992,0.964961,-0.006168,0.030923
20230508,1.052955,-0.002426,1.132364,0.955432,0.007449,-0.009875
20230509,1.069280,0.015504,1.115399,0.984560,-0.014982,0.030486
20230510,1.082087,0.011978,1.114410,0.997225,-0.000886,0.012864
20230511,1.109300,0.025149,1.130366,1.008026,0.014318,0.010831
20230512,1.109283,-0.000016,1.117290,1.019671,-0.011568,0.011552
20230515,1.098384,-0.009826,1.116549,1.010328,-0.000663,-0.009163
20230516,1.106141,0.007063,1.097294,1.034887,-0.017245,0.024308
20230517,1.105241,-0.000814,1.112933,1.019296,0.014252,-0.015065
20230518,1.069866,-0.032007,1.136813,0.964800,0.021457,-0.053464
20230519,1.086736,0.015769,1.135392,0.981220,-0.001250,0.017019
20230522,1.096934,0.009384,1.129327,0.995669,-0.005342,0.014725
20230523,1.111218,0.013022,1.117965,1.018652,-0.010061,0.023083
20230524,1.090269,-0.018852,1.120226,0.997387,0.002023,-0.020875
20230525,1.063344,-0.024695,1.114014,0.978287,-0.005545,-0.019150
20230526,1.042167,-0.019916,1.124639,0.949474,0.009538,-0.029453
20230529,1.020890,-0.020416,1.113347,0.939623,-0.010041,-0.010375
20230530,0.983865,-0.036268,1.122387,0.897915,0.008120,-0.044388
20230531,0.983547,-0.000323,1.127481,0.893550,0.004538,-0.004861
20230601,0.982176,-0.001394,1.148137,0.883245,0.018321,-0.011532
20230602,0.995538,0.013605,1.154944,0.890025,0.005928,0.007676
20230605,0.989407,-0.006159,1.162018,0.879092,0.006125,-0.012284
20230606,0.998301,0.008989,1.142587,0.901695,-0.016722,0.025711
20230607,0.988123,-0.010196,1.154917,0.882771,0.010791,-0.020987
20230608,0.998606,0.010609,1.140884,0.902862,-0.012150,0.022759
20230609,0.998622,0.000017,1.145167,0.899487,0.003755,-0.003738
20230612,0.992976,-0.005654,1.152041,0.889003,0.006002,-0.011656
20230613,0.995654,0.002696,1.164159,0.882049,0.010519,-0.007823
20230614,0.996190,0.000538,1.169275,0.878648,0.004394,-0.003856
20230615,0.997023,0.000836,1.167313,0.880856,-0.001678,0.002514
20230616,0.982219,-0.014849,1.179852,0.858315,0.010741,-0.025590
20230619,0.953494,-0.029245,1.180930,0.832430,0.000914,-0.030158
20230620,0.944887,-0.009027,1.172085,0.831150,-0.007489,-0.001537
20230621,0.967186,0.023600,1.139765,0.873684,-0.027575,0.051175
20230626,0.974705,0.007774,1.101797,0.909580,-0.033312,0.041086
20230627,0.978156,0.003540,1.124228,0.894283,0.020358,-0.016818
20230628,0.988358,0.010430,1.109981,0.914943,-0.012673,0.023103
20230629,0.971523,-0.017033,1.117353,0.893282,0.006642,-0.023675
20230630,0.976360,0.004979,1.128525,0.888799,0.009998,-0.005019
20230703,0.987421,0.011329,1.129479,0.905369,0.000846,0.018644
20230704,0.977557,-0.009989,1.136770,0.890481,0.006456,-0.016445
20230705,1.001671,0.024668,1.130990,0.916975,-0.005085,0.029752
20230706,0.986268,-0.015378,1.132871,0.901348,0.001663,-0.017041
20230707,0.997057,0.010940,1.126737,0.916089,-0.005414,0.016354
20230710,1.020371,0.023383,1.130272,0.934636,0.003137,0.020245
20230711,1.041328,0.020539,1.146801,0.940164,0.014624,0.005915
20230712,1.073496,0.030891,1.126943,0.985486,-0.017316,0.048207
20230713,1.058339,-0.014119,1.139593,0.960509,0.011225,-0.025345
20230714,1.050364,-0.007535,1.147594,0.946528,0.007021,-0.014556
20230717,1.056209,0.005565,1.147847,0.951587,0.000220,0.005344
20230718,1.072647,0.015563,1.144096,0.969506,-0.003268,0.018831
20230719,1.080221,0.007061,1.146685,0.974158,0.002263,0.004798
20230720,1.099799,0.018124,1.137365,0.999732,-0.008128,0.026252
20230721,1.131756,0.029057,1.138802,1.027518,0.001263,0.027794
20230724,1.123006,-0.007732,1.140005,1.018488,0.001056,-0.008788
20230725,1.130100,0.006317,1.158824,1.008109,0.016508,-0.010191
20230726,1.159417,0.025942,1.148952,1.042849,-0.008519,0.034461
20230727,1.173427,0.012084,1.147326,1.056927,-0.001415,0.013499
20230728,1.200478,0.023053,1.152121,1.076875,0.004180,0.018873
20230731,1.217461,0.014147,1.169300,1.076052,0.014911,-0.000764
20230801,1.201186,-0.013368,1.161524,1.080003,-0.006650,0.003672
20230802,1.197044,-0.003448,1.168949,1.069375,0.006392,-0.009841
20230803,1.180416,-0.013891,1.158710,1.063888,-0.008759,-0.005132
20230804,1.173707,-0.005684,1.160051,1.056609,0.001158,-0.006841
20230807,1.165383,-0.007092,1.151125,1.057246,-0.007695,0.000603
20230808,1.164199,-0.001016,1.145384,1.061445,-0.004988,0.003972
20230809,1.171426,0.006207,1.131288,1.081097,-0.012307,0.018514
20230810,1.183905,0.010653,1.129375,1.094442,-0.001690,0.012343
20230811,1.186057,0.001818,1.110718,1.114511,-0.016520,0.018337
20230814,1.180395,-0.004774,1.115141,1.104753,0.003982,-0.008756
20230815,1.188143,0.006564,1.105721,1.121337,-0.008447,0.015012
20230816,1.190057,0.001610,1.092606,1.136443,-0.011861,0.013472
20230817,1.180857,-0.007730,1.116132,1.103187,0.021533,-0.029263
20230818,1.185673,0.004078,1.106336,1.117369,-0.008777,0.012855
20230821,1.169710,-0.013464,1.095967,1.112797,-0.009372,-0.004092
20230822,1.145274,-0.020891,1.100502,1.084946,0.004137,-0.025028
20230823,1.145230,-0.000038,1.084071,1.101103,-0.014930,0.014892
20230824,1.148321,0.002699,1.083411,1.104746,-0.000609,0.003308
20230825,1.157161,0.007698,1.055667,1.141540,-0.025608,0.033305
20230828,1.167334,0.008792,1.070320,1.135732,0.013880,-0.005088
20230829,1.144814,-0.019292,1.117196,1.064080,0.043797,-0.063089
20230830,1.158554,0.012002,1.134668,1.060210,0.015639,-0.003636
20230831,1.155688,-0.002474,1.129642,1.062284,-0.004429,0.001956
20230901,1.161535,0.005059,1.123165,1.083966,-0.005734,0.020411
20230904,1.161024,-0.000440,1.135161,1.071911,0.010681,-0.011121
20230905,1.188215,0.023420,1.130038,1.101853,-0.004513,0.027933
20230906,1.213795,0.021528,1.139956,1.115903,0.008776,0.012752
20230907,1.208727,-0.004175,1.122388,1.128442,-0.015411,0.011236
20230908,1.223261,0.012024,1.127413,1.136958,0.004477,0.007547
20230911,1.234049,0.008819,1.137515,1.136798,0.008960,-0.000141
20230912,1.234875,0.000669,1.136173,1.138900,-0.001179,0.001849
20230913,1.230931,-0.003194,1.127035,1.144422,-0.008043,0.004849
20230914,1.251328,0.016571,1.114259,1.176359,-0.011336,0.027907
20230915,1.251504,0.000140,1.108073,1.183055,-0.005552,0.005692
20230918,1.253789,0.001826,1.112517,1.180471,0.004011,-0.002185
20230919,1.257258,0.002767,1.094710,1.202631,-0.016006,0.018772
20230920,1.253980,-0.002607,1.086557,1.208452,-0.007448,0.004840
20230921,1.261191,0.005750,1.080170,1.222505,-0.005878,0.011629
20230922,1.249718,-0.009097,1.105912,1.182250,0.023831,-0.032928
20230925,1.250981,0.001011,1.095702,1.194359,-0.009232,0.010243
20230926,1.244401,-0.005260,1.093837,1.190111,-0.001703,-0.003557
20230927,1.255866,0.009213,1.098737,1.195744,0.004480,0.004733
20230928,1.266436,0.008416,1.110885,1.192587,0.011056,-0.002640
20231009,1.225386,-0.032414,1.104878,1.173330,-0.005408,-0.016147
20231010,1.222462,-0.002386,1.109849,1.165251,0.004499,-0.006885
20231011,1.215388,-0.005787,1.114914,1.153190,0.004564,-0.010351
20231012,1.230928,0.012785,1.124373,1.158151,0.008483,0.004302
20231013,1.204482,-0.021484,1.120006,1.137767,-0.003884,-0.017600
20231016,1.213875,0.007798,1.112666,1.154096,-0.006554,0.014351
20231017,1.227914,0.011566,1.114571,1.165468,0.001712,0.009854
20231018,1.228089,0.000142,1.094224,1.186910,-0.018255,0.018397
20231019,1.258641,0.024878,1.083119,1.228483,-0.010149,0.035027
20231020,1.277519,0.014999,1.062600,1.270182,-0.018945,0.033944
20231023,1.274409,-0.002435,1.041072,1.292822,-0.020259,0.017824
20231024,1.255651,-0.014719,1.063066,1.246481,0.021126,-0.035845
20231025,1.241470,-0.011293,1.082733,1.209344,0.018500,-0.029793
20231026,1.246183,0.003796,1.091407,1.204247,0.008011,-0.004215
20231027,1.257752,0.009283,1.100922,1.204928,0.008718,0.000566
20231030,1.251108,-0.005282,1.125744,1.171395,0.022547,-0.027829
20231031,1.262658,0.009232,1.115975,1.192375,-0.008678,0.017910
20231101,1.274302,0.009221,1.119634,1.210040,0.003279,0.014815
20231102,1.301093,0.021025,1.104861,1.251447,-0.013194,0.034219
20231103,1.310088,0.006913,1.129691,1.231974,0.022473,-0.015560
20231106,1.292389,-0.013510,1.161096,1.181082,0.027800,-0.041310
20231107,1.281260,-0.008611,1.169075,1.162796,0.006871,-0.015483
20231108,1.251297,-0.023386,1.169489,1.135191,0.000354,-0.023740
20231109,1.273046,0.017381,1.162901,1.161317,-0.005633,0.023014
20231110,1.283037,0.007848,1.158557,1.174769,-0.003736,0.011584
20231113,1.276051,-0.005445,1.176821,1.149853,0.015765,-0.021210
20231114,1.254186,-0.017135,1.186560,1.120634,0.008275,-0.025411
20231115,1.253290,-0.000714,1.188450,1.118049,0.001593,-0.002307
20231116,1.246832,-0.005153,1.181112,1.119191,-0.006174,0.001021
20231117,1.255470,0.006928,1.193515,1.115192,0.010501,-0.003573
20231120,1.250249,-0.004158,1.205872,1.099008,0.010353,-0.014512
20231121,1.265105,0.011882,1.194143,1.122757,-0.009726,0.021609
20231122,1.272081,0.005514,1.179979,1.142265,-0.011861,0.017375
20231123,1.274945,0.002252,1.197339,1.128032,0.014712,-0.012460
20231124,1.278965,0.003153,1.174457,1.153146,-0.019110,0.022263
20231127,1.292506,0.010587,1.180165,1.159750,0.004860,0.005727
20231128,1.314297,0.016859,1.190767,1.168885,0.008983,0.007876
20231129,1.316124,0.001390,1.183520,1.177623,-0.006086,0.007476
20231130,1.309270,-0.005207,1.170538,1.184408,-0.010969,0.005761
20231201,1.278900,-0.023196,1.176973,1.162145,0.005498,-0.018797
20231204,1.275611,-0.002572,1.177387,1.158747,0.000352,-0.002924
20231205,1.265733,-0.007744,1.154996,1.171810,-0.019018,0.011274
20231206,1.264468,-0.000999,1.165057,1.160432,0.008711,-0.009710
20231207,1.285955,0.016993,1.168330,1.176892,0.002809,0.014184
20231208,1.290998,0.003921,1.154006,1.195935,-0.012260,0.016181
20231211,1.276937,-0.010892,1.167438,1.168990,0.011640,-0.022531
20231212,1.273423,-0.002752,1.173239,1.159964,0.004969,-0.007721
20231213,1.271458,-0.001543,1.164850,1.166469,-0.007151,0.005608
20231214,1.292036,0.016185,1.162771,1.187430,-0.001785,0.017970
20231215,1.305237,0.010217,1.161311,1.201053,-0.001256,0.011472
20231218,1.292668,-0.009630,1.144759,1.206606,-0.014253,0.004623
20231219,1.289187,-0.002693,1.146556,1.201462,0.001570,-0.004263
20231220,1.291908,0.002110,1.133673,1.217497,-0.011236,0.013346
20231221,1.282608,-0.007198,1.138440,1.203614,0.004204,-0.011402
20231222,1.297456,0.011576,1.120879,1.236113,-0.015425,0.027001
20231225,1.276692,-0.016004,1.115863,1.221863,-0.004475,-0.011528
20231226,1.263278,-0.010506,1.097443,1.229195,-0.016507,0.006001
20231227,1.250361,-0.010225,1.102201,1.211298,0.004335,-0.014560
20231228,1.288193,0.030257,1.123933,1.224064,0.019717,0.010539
20231229,1.277302,-0.008454,1.141545,1.194535,0.015670,-0.024124
20240102,1.277756,0.000355,1.140886,1.206456,-0.000577,0.009980
20240103,1.305067,0.021374,1.139672,1.233526,-0.001064,0.022438
20240104,1.328525,0.017975,1.137883,1.257634,-0.001569,0.019544
20240105,1.352774,0.018252,1.116809,1.303882,-0.018521,0.036773
20240108,1.320430,-0.023909,1.095499,1.297587,-0.019081,-0.004828
20240109,1.329821,0.007111,1.097066,1.304959,0.001430,0.005682
20240110,1.361591,0.023891,1.085886,1.349434,-0.010191,0.034081
